MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,PEOE_VSA13,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA8,PEOE_VSA9,SMR_VSA7,SlogP_VSA10,SlogP_VSA12,SlogP_VSA6,SlogP_VSA8,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,VSA_EState1,VSA_EState9,FractionCSP3,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumSaturatedRings,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_Ar_NH,fr_NH0,fr_Ndealkylation1,fr_Nhpyrrole,fr_alkyl_halide,fr_aniline,fr_aryl_methyl,fr_halogen,fr_methoxy,fr_morpholine,fr_nitrile,fr_para_hydroxylation,fr_piperzine,fr_pyridine,fr_sulfide,fr_sulfone,fr_urea
0.6265335983261977,0.6265335983261977,0.2134607216019313,0.7705394137155851,0.5338173330539523,0.029158383035122526,0.45690378290849964,0.33490284860971853,0.6642815934167332,0.5694109241224288,0.014560956002128062,0.7561820124678924,0.002735415171815969,0.8765100141407571,0.28900754902444703,0.7144163564758577,0.0710892378585738,0.0,0.1,0.0,0.0,0.27974639879949026,0.10786462224039652,0.07003779832602297,0.3275755762406793,0.0,0.0,0.3806383048719871,0.1374972145567668,0.04875291866602714,0.4224471195061779,0.07703382143396136,0.309763784347383,0.06945851609528098,0.43166855404323384,0.14379084967320258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.14995787387152842,0.14995787387152842,0.44119271226010154,0.9136138174161594,0.5513653161738225,0.06361829025844923,0.13656698562600908,0.6937074549774038,0.3046032233325442,0.1701949872135184,0.0030906461359666293,0.6189212491322404,0.26185747290094774,0.8691246038657137,0.47827262568181705,0.8730422660831128,0.08012554105711345,0.0,0.09417797214330631,0.324331535287597,0.44146971454905276,0.27974639879949026,0.10150722973618981,0.23491549267135467,0.29771274136166664,0.12230805564427022,0.0,0.4291560863117262,0.8840177447441884,0.242945232654579,0.0,0.0,0.6669735480924532,0.030166550407960405,0.43166855404323384,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.5,0.5,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
0.6425651024625059,0.6425651024625059,0.3276823996240889,0.7947121333011793,0.5560334767268874,0.20880964214711728,0.43484718166319947,0.36624682974624956,0.6328612831780618,0.5419231462403151,0.01410024309562627,0.7402493694644736,0.1387604281899848,0.5070012200277878,0.23757628733916292,0.3179664974124172,0.07365512450199985,0.0,0.30790238263266534,0.0,0.0,0.0,0.2739804485854806,0.33616430150036186,0.18769079985655068,0.2231028909800388,0.0,0.2864451078896578,0.5073815406437907,0.44325204726410805,0.0,0.23275832145076195,0.3185196744357571,0.14435108051079762,0.43166855404323384,0.47826086956521735,0.3333333333333333,0.25,0.4,0.3333333333333333,0.25,0.0,0.0,0.0,0.3333333333333333,0.0,0.4,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5
0.692296803606399,0.692296803606399,0.2923912099694346,0.7795971800529234,0.4248774797305378,0.042412193505632856,0.4354395837386331,0.8341006415870443,0.16386815016312473,0.5426614203055404,0.1838707296699336,0.6926957604159512,0.17069959242015775,0.7369101184620859,0.3351891860275362,0.41840489037601714,0.12525896594792918,0.0,0.20395119131633266,0.1621657676437985,0.0,0.1783231556524154,0.44618628354614404,0.05848107690749686,0.3508975134148282,0.2231028909800388,0.3333333333333333,0.287468258935179,0.5014763081287583,0.34159444480628687,0.0,0.38848282146756247,0.26532280765465466,0.0076999291902957534,0.43166855404323384,0.1746031746031745,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5,0.30000000000000004,0.0,0.5,0.0,0.16666666666666666,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5
0.7528466006776968,0.7528466006776968,0.2119595066088227,0.7721797891801698,0.4506732678653997,0.09199972578323157,0.4358749795836221,0.8410533731939915,0.1568984872110919,0.5432040272169476,0.03786332580175322,0.6926566734677646,0.1805960724785418,0.684880095155568,0.3029751396557048,0.3885906088707043,0.08070746271385099,0.0,0.29552238743220477,0.1621657676437985,0.0,0.0932487995998301,0.3062066306624855,0.12252902445411126,0.3932224628724794,0.3154019273200258,0.0,0.4202059927920714,0.5014763081287582,0.14470570084064938,0.31658345969474233,0.5534377873158693,0.0,0.16590936934860032,0.43166855404323384,0.12222222222222222,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,1.0,0.2,0.0,1.0,0.0,0.16666666666666666,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5
0.6946188937453059,0.6946188937453059,0.1322661255659765,0.7913487765045164,0.462054759058189,0.09874088800530145,0.4358749793766047,0.6904651543676903,0.3078534196174538,0.5432040269589546,0.013938920441350033,0.6976212952580116,0.1911759861115594,0.6876338221282223,0.3167230841156661,0.3890188688244267,0.08066386728937813,0.0,0.20395119131633266,0.324331535287597,0.0,0.23312199899957523,0.3152128448899077,0.3276371349743057,0.29624996627880235,0.2231028909800388,0.0,0.38363206226207913,0.5014763081287583,0.242945232654579,0.0,0.3841509323498185,0.4437576791014376,0.09132455526841145,0.5794909058930355,0.2910052910052909,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.5,0.4,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5
0.7711685192205664,0.7711685192205664,0.24719137849673656,0.7670528951361615,0.37487371059356733,0.10566015670681783,0.4360698136538471,0.69214726043516,0.30616721727244767,0.5434468368677481,0.03786334293300231,0.6756863901533183,0.23220787710225288,0.6240084009940032,0.3604514659708169,0.3448668759938096,0.08229959056757996,0.0,0.39317108125606,0.1621657676437985,0.22073485727452638,0.1799418184377243,0.3225566431979456,0.2510478996876311,0.3298401621792444,0.3154019273200258,0.0,0.38158576017103674,0.7511565161854795,0.2912884709828278,0.3347345115135676,0.36924406315674047,0.2578326011939588,0.2523876669020637,0.7320182620345119,0.21256038647342987,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.5,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.125,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5
0.7673206038875793,0.7673206038875793,0.23479241010301263,0.7636623299695068,0.45290650198912497,0.0783424453280318,0.4360698136538471,0.69214726043516,0.30616721727244767,0.5434468368677481,0.037863335341538185,0.6769088486117347,0.22742818854794278,0.6240293614430326,0.31703243613036314,0.34486697514421394,0.08078347497944893,0.0,0.3994735787485374,0.32952249146275747,0.0,0.0932487995998301,0.3152128448899078,0.19256682278013426,0.3650513675980855,0.3154019273200258,0.0,0.382608911216558,0.5014763081287582,0.09595278217462226,0.3347345115135676,0.5425504643354853,0.06198190583179096,0.23076528050736933,0.567046447722497,0.16666666666666657,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5,0.4,0.0,0.5,0.0,0.16666666666666666,0.0,0.125,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5
0.7588229288556028,0.7588229288556028,0.1667543942028237,0.7960604736395731,0.7195147399226717,0.37069888362134895,0.43542549113521833,0.8338860793232201,0.16408323493061183,0.5426438575655637,0.03786331730697104,0.6938160695596416,0.29573295586952897,0.7084675265513511,0.3231448153887353,0.2917921676149975,0.08080719184587704,0.0,0.29552238743220477,0.1621657676437985,0.0,0.0,0.3089978937399948,0.05848107690749686,0.18618459626168077,0.3154019273200258,0.0,0.23887478174896842,0.5014763081287582,0.3152664602135399,0.2110556397964949,0.3097921428847233,0.07197433058552895,0.16676368071083414,0.6129641116516281,0.3395061728395061,0.3333333333333333,0.25,0.4,0.3333333333333333,0.25,0.0,0.0,0.0,0.3333333333333333,0.5,0.30000000000000004,1.0,0.5,0.0,0.16666666666666666,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5
0.7229928782108159,0.7229928782108159,0.03981457006838167,0.790288075660829,0.4289709633717701,0.2547655245000584,0.4350109943122664,0.7020993559913495,0.2961908862971865,0.5421272958126702,0.01407521031044015,0.7011206201060531,0.3396378889517866,0.3844865201453911,0.3264886881650959,0.22570918027015718,0.08077126204444662,0.0,0.20395119131633266,0.1621657676437985,0.0,0.04662439979991505,0.5259493690657442,0.3229644372385002,0.33146117169764333,0.2231028909800388,0.0,0.38363206226207913,0.5014763081287583,0.408689226942664,0.0,0.31310585718247896,0.3804724313052337,0.07426860658619049,0.43166855404323384,0.35648148148148145,0.3333333333333333,0.25,0.8,0.3333333333333333,0.25,0.0,0.0,0.0,0.5555555555555556,0.5,0.5,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
