Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL3658758,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCc4cn[nH]c4)ncc23)ccn1,IC50,'=',0.85,nM
CHEMBL3658779,,COC[C@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccccn1,IC50,'=',19.97,nM
CHEMBL3658782,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cc[nH]n4)ncc23)ccn1,IC50,'=',2.717,nM
CHEMBL3658797,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4cnc(C)s4)ncc23)ccn1,IC50,'=',1.142,nM
CHEMBL3658803,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4c(F)cccc4Cl)ncc23)ccn1,IC50,'=',0.4685,nM
CHEMBL3658814,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCCOC(C)C)ncc23)ccn1,IC50,'=',2.144,nM
CHEMBL3658820,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CCCO4)ncc23)ccn1,IC50,'=',8.455,nM
CHEMBL3658826,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4COCCO4)ncc23)ccn1,IC50,'=',3.572,nM
CHEMBL3658828,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC4CNC(=O)O4)ncc23)ccn1,IC50,'=',2.81,nM
CHEMBL3658851,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CNCc5ccccc54)ccc23)ccn1,IC50,'=',1.201,nM
CHEMBL3662948,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(CN)CCc5cc(F)ccc54)ncc23)ccn1,IC50,'=',25.97,nM
CHEMBL3662950,,COC[C@H](Cc1ccccc1)NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,IC50,'=',4.339,nM
CHEMBL3662961,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCc5cccnc5C4)ncc23)ccn1,IC50,'=',0.8648,nM
CHEMBL3662979,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ccccc4OC(F)(F)F)ncc23)ccn1,IC50,'=',2.39,nM
CHEMBL3662980,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4ccccc4OCC(F)F)ncc23)ccn1,IC50,'=',0.3584,nM
CHEMBL3654792,,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3(F)F)c2cn1)c1ccccc1,IC50,'=',7.708,nM
CHEMBL4228816,,C[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,IC50,'=',24.0,nM
CHEMBL3645233,,CO[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,IC50,'=',2.1,nM
CHEMBL4225852,,CC(C)O[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CCN(c3ccc(-c4ncccn4)cc3)CC2)C1,IC50,'=',90.0,nM
CHEMBL1922210,,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,IC50,'=',67000.0,nM
CHEMBL3590120,,C=CC(=O)Nc1cnccc1Nc1nc(NC2CCOCC2)ncc1Cl,IC50,'=',6.7,nM
CHEMBL3590117,,C=CC(=O)Nc1ccccc1Nc1cc(NC2CCOCC2)ncc1Cl,IC50,'=',120.0,nM
CHEMBL3590123,,C=CC(=O)Nc1ccccc1Nc1nc(Nc2ccnn2C)ncc1Cl,IC50,'=',13.0,nM
CHEMBL1922219,,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)[C@@H](C)O,IC50,'=',20000.0,nM
CHEMBL3799716,,O=C(NCc1cccc(Cl)c1)c1ccc2[nH]nc(-c3ccncc3)c2c1,IC50,'=',12.6,nM
CHEMBL3797827,,Nc1cc(-c2n[nH]c3ccc(C(=O)NC(CO)c4cccc(Cl)c4)cc23)ccn1,IC50,'=',15.6,nM
CHEMBL3663108,,C[C@@H](NC(=O)Nc1cc2[nH]nc(C(F)F)c2cn1)c1ccccc1,IC50,'=',13.59,nM
CHEMBL3654793,,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CC3(F)F)c2cn1)c1ccc(F)cc1,IC50,'=',8.832,nM
CHEMBL3654817,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC(F)(F)CO)ncc23)ccn1,IC50,'=',3.807,nM
CHEMBL3654854,,CC(CNC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1)N(C)C,IC50,'=',25.76,nM
CHEMBL3654863,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(c4ccccc4)C4CCCO4)ncc23)ccn1,IC50,'=',0.566,nM
CHEMBL3654869,,Cc1nocc1-c1n[nH]c2cc(NC(=O)N[C@H](C)c3ccc(F)cc3)ncc12,IC50,'=',86.79,nM
CHEMBL3658633,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CCCc5ccncc54)ncc23)ccn1,IC50,'=',1.801,nM
CHEMBL3658635,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CCCCc5ccccc54)ncc23)ccn1,IC50,'=',1.641,nM
CHEMBL3663047,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CCN(C)C4)ncc23)ccn1,IC50,'=',4.872,nM
CHEMBL3671115,,Cc1n[nH]c(C)c1-c1cnc2ccc(NC(=O)N[C@H](C)CCCc3ccccc3)nc2n1,IC50,'=',6.0,nM
CHEMBL3663053,,CCNC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,IC50,'=',3.007,nM
CHEMBL3663135,,CCOC[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cc(C)on3)c2cn1)c1ccccc1,IC50,'=',6.779,nM
CHEMBL3654797,,COC[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1cc(F)ccn1,IC50,'=',7.333,nM
CHEMBL4462126,,CC(C1CC1)n1cnc2c(NCc3cccc(C(F)(F)F)c3)nc(NCCN(C)C)nc21,IC50,'=',850000.0,nM
CHEMBL507666,,O=C1/C(=C/C=C/c2ccccc2)SC(=S)N1Cc1ccc2c(c1)OCO2,IC50,'=',23700.0,nM
CHEMBL4212273,,CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(F)cc4)c3c2)CCN(CC(=O)N2CC=C(c3nc(-c4ncccn4)cs3)CC2)C1,IC50,'=',291.0,nM
CHEMBL4209570,,COc1cc(-c2n[nH]c3ccc(NC(=O)[C@]4(SC)CCN(CC(=O)N5CC=C(c6ccc(-c7ncn(C)n7)cc6)CC5)C4)cc23)ccn1,IC50,'=',1.7,nM
CHEMBL3926641,,CC(C)(O)[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2c(CO)n1)c1ccc(F)cc1,IC50,'=',0.8,nM
CHEMBL4106518,,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(C#N)c12,IC50,'=',63.2,nM
CHEMBL3797587,,CC(NC(=O)c1ccc2[nH]nc(-c3ccncc3)c2c1)c1ccccc1Cl,IC50,'=',16.7,nM
CHEMBL3797371,,Cc1cc(-c2n[nH]c3ccc(C(=O)NC(C)c4cccc(Cl)c4)cc23)cc(C)n1,IC50,'=',109.5,nM
CHEMBL247797,,CNC(=O)Nc1ccc(CNc2c(C(=O)Nc3ccc(SC(F)(F)F)cc3)cnn2C)cn1,IC50,'=',899.0,nM
CHEMBL3658791,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4nccn4C)ncc23)ccn1,IC50,'=',1.455,nM
CHEMBL3663010,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4[C@H](c5ccccc5C)CN(C)[C@H]4C)ncc23)ccn1,IC50,'=',0.4261,nM
CHEMBL3663011,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4nnco4)ncc23)ccn1,IC50,'=',232.5,nM
CHEMBL3663015,,C[C@@H](NC(=O)Nc1cc2[nH]nc(CS(C)(=O)=O)c2cn1)c1ccccc1,IC50,'=',81.67,nM
CHEMBL3663021,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CS(C)(=O)=O)c4ccccc4)ncc23)ccn1,IC50,'=',0.3132,nM
CHEMBL3663026,,Cc1cc(-c2n[nH]c3c(Cl)c(NC(=O)N[C@H](C)c4ccccc4)ncc23)ccn1,IC50,'=',3.066,nM
CHEMBL3663029,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](C)C4CCCCC4)ncc23)ccn1,IC50,'=',1.204,nM
CHEMBL3663031,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCOC4)ncc23)ccn1,IC50,'=',4.005,nM
CHEMBL3663114,,COc1ccc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)cc1,IC50,'=',0.9404,nM
CHEMBL3663129,,CCOC[C@@H](NC(=O)Nc1cc2[nH]nc(C(F)F)c2cn1)c1ccccc1,IC50,'=',11.98,nM
CHEMBL3905399,,C[C@@H](CO)Nc1ncc2c(F)cc(C(=O)N[C@@H](c3cccc(F)c3)c3cnn(C)c3)cc2n1,IC50,'=',5.6,nM
CHEMBL3906653,,COc1ccc([C@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccnn2C)cc1F,IC50,'=',3.0,nM
CHEMBL3903396,,COCC(C)Nc1ncc2ccc(C(=O)N[C@@H](c3ccc(OC)c(F)c3)c3cnn(C)c3)cc2n1,IC50,'=',15.0,nM
CHEMBL3917843,,COc1ccnc(C(NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2cnn(C)c2)c1,IC50,'=',61.0,nM
CHEMBL3654808,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CNC[C@@H]4c4ccccc4)ncc23)ccn1,IC50,'=',4.58,nM
CHEMBL3654818,,CC1=NOC(CNC(=O)Nc2cc3[nH]nc(-c4ccnc(C)c4)c3cn2)C1,IC50,'=',17.6,nM
CHEMBL3955974,,C[C@@H](NC(=O)c1ccc(-c2cc([C@@H]3CCN(C)C(=O)C3)cnc2N)cc1F)c1cccc(Cl)c1,IC50,'=',18.2,nM
CHEMBL4113120,,C[C@@H](NC(=O)c1ccc(-c2nc(C3CCOCC3)cnc2N)cc1F)c1ccccc1,IC50,'=',0.818,nM
CHEMBL4114403,,CC(=O)N1CCC(c2cnc(N)c(-c3ccc(C(=O)N[C@H](CO)c4ccccc4)c(F)c3)n2)CC1,IC50,'=',12.4,nM
CHEMBL4114958,,C[C@@H](NC(=O)c1ccc(-c2cc(C3CCC(=O)NC3)cnc2N)cc1F)c1cccc(Cl)c1,IC50,'=',0.549,nM
CHEMBL3938025,,Cn1cc(CNC(=O)c2ccc(-c3cc(-c4cnn(C)c4)cnc3N)cc2F)cn1,IC50,'=',2610.0,nM
CHEMBL3953306,,Nc1ncc(C2=CCCCC2)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1,IC50,'=',155.0,nM
CHEMBL4113952,,Nc1ncc(C2=CCCCC2)nc1-c1ccc(C(=O)N[C@H](CO)c2cccc(Cl)c2)c(F)c1,IC50,'=',0.907,nM
CHEMBL3932226,,Nc1ncc(C2CCC(O)CC2)nc1-c1ccc(C(=O)N[C@H](CO)c2cc(F)cc(Br)c2)c(F)c1,IC50,'=',0.0394,nM
CHEMBL4111042,,CNC[C@@H](NC(=O)c1ccc(-c2nc([C@H]3CC[C@H](OC)CC3)cnc2N)cc1F)c1cccc(Cl)c1,IC50,'=',0.07,nM
CHEMBL4106863,,CSc1cccc([C@@H](CO)NC(=O)c2ccc(-c3nc([C@H]4CC[C@H](O)CC4)cnc3N)cc2F)c1,IC50,'=',0.0269,nM
CHEMBL4114093,,CSc1cc(F)cc([C@@H](CO)NC(=O)c2ccc(-c3nc(C4CCOCC4)cnc3N)cc2F)c1,IC50,'=',0.00827,nM
CHEMBL3975240,,Nc1ncc([C@H]2CC[C@@H](O)CC2)nc1-c1ccc(C(=O)NCc2cccc(Cl)n2)c(F)c1,IC50,'=',159.0,nM
CHEMBL4112993,,N#CC1CCC(c2cnc(N)c(-c3ccc(C(=O)N[C@H](CO)c4cc(F)cc(Br)c4)c(F)c3)n2)CC1,IC50,'=',0.0442,nM
CHEMBL3934415,,COCCNC(=O)Nc1cc2[nH]nc(N3CCOCC3)c2cn1,IC50,'=',13.63,nM
CHEMBL4111664,,C[C@@H](NC(=O)N1CCc2cnc(N[C@H]3C[C@@H](O)C3)nc2C1)c1ccc(Cl)c(Cl)c1,IC50,'=',3.15,nM
CHEMBL3941965,,Nc1ncc([C@@H]2CCS(=O)(=O)C2)cc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1,IC50,'=',278.0,nM
CHEMBL3947263,,Nc1ncc([C@H]2C[C@H]3COC(=S)N3C2)cc1-c1ccc(C(=O)N[C@H](CO)c2cccc(Cl)c2)c(F)c1,IC50,'=',3.77,nM
CHEMBL4111635,,Cc1cc(-c2cc(-c3cnnn3C)cnc2N)ccc1C(=O)N[C@H](CO)c1cccc(Cl)c1,IC50,'=',0.149,nM
CHEMBL1234833,,CC(C)c1cnn2c(NCc3ccccc3)cc(N[C@@H](CO)[C@H](O)CO)nc12,IC50,'=',3110.0,nM
CHEMBL3577633,,COc1cccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccccc4Cl)cc3)N=C2c2ccccc2)c1,IC50,'=',5.3,nM
CHEMBL3577636,,COc1ccc(N2C(=O)/C(=C/c3ccc(OCC(=O)Nc4ccccc4)cc3)N=C2c2ccccc2)cc1,IC50,'=',23.0,nM
CHEMBL379849,,O=C1/C(=C/c2ccccc2F)CNC/C1=C\c1ccccc1F,IC50,'=',13000.0,nM
CHEMBL3356124,,O=C(Nc1ccc(O)c(Cl)c1)[C@@H]1CCN(CC(=O)N2CCN(c3nc4ccccc4s3)CC2)C1,IC50,'=',270.0,nM
CHEMBL1922203,,CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)(C)O,IC50,'=',149000.0,nM
CHEMBL1922208,,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)O,IC50,'=',20000.0,nM
CHEMBL1922211,,CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,IC50,'=',23000.0,nM
CHEMBL3590124,,C=CC(=O)Nc1ccccc1Nc1nc(N[C@H]2CC[C@H](N(C)C)CC2)ncc1Cl,IC50,'=',85.0,nM
CHEMBL3608464,,O=C1c2cc(-c3ccnc(NC4CCOCC4F)n3)cn2CCCN1[C@H](CO)c1cccc(Cl)c1,IC50,'=',0.035,nM
CHEMBL3608587,,O=C1c2cc(-c3ccnc(NC4CCOCC4)n3)cn2C[C@@H](F)CN1[C@H](CO)c1cccc(Cl)c1,IC50,'=',0.05,nM
CHEMBL1684800,,COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)c2N)cc1,IC50,'=',11380.0,nM
CHEMBL3654786,,CCCCNC(=O)Nc1cc2[nH]nc(C3CC3)c2cn1,IC50,'=',42.24,nM
CHEMBL3654806,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4CN(C)C[C@@H]4c4ccccc4C(F)(F)F)ncc23)ccn1,IC50,'=',0.5272,nM
CHEMBL3658681,,COc1ncc(-c2n[nH]c3cc(NC(=O)N[C@H](C)c4ccccc4)ncc23)cn1,IC50,'=',0.7166,nM
CHEMBL3639575,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(CCN(C)C)c4ccccn4)ncc23)ccn1,IC50,'=',1.558,nM
CHEMBL3604849,,O=c1cc(N2CCc3[nH]nc(-c4ccncc4)c3C2)ccn1Cc1cccc(F)c1,IC50,'=',0.5,nM
CHEMBL3958447,,O=C(N[C@@H](c1ccc(Cl)c(F)c1)c1cc[nH]n1)c1ccc2cnc(NC3CCOCC3)nc2c1,IC50,'=',2.4,nM
CHEMBL3912619,,Cn1ccc([C@@H](NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)n1,IC50,'=',2.0,nM
CHEMBL3981953,,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2ncc[nH]2)cc1F,IC50,'=',59.1,nM
CHEMBL3930425,,COc1ccc([C@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2nccn2C)cc1F,IC50,'=',1.9,nM
CHEMBL3654884,,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C#N)c3)c2cn1)c1ccc(F)cc1,IC50,'=',1.764,nM
CHEMBL3658698,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@@H]4CN(CC(F)(F)F)C[C@H]4c4ccccc4)ncc23)ccn1,IC50,'=',3.057,nM
CHEMBL3658697,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ccc(F)c(F)c4)ncc23)ccn1,IC50,'=',0.9977,nM
CHEMBL3658710,,CCC(NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccc(Cl)cc1,IC50,'=',3.148,nM
CHEMBL3662995,,C[C@@H](NC(=O)Nc1ncc2c(C#N)n[nH]c2c1F)c1ccccc1,IC50,'=',945.6,nM
CHEMBL3663001,,O=C(Nc1cc2[nH]nc(-c3ccncc3)c2cn1)N[C@H](CO)c1ccccc1,IC50,'=',0.3577,nM
CHEMBL3663005,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC[C@@H]4COCCO4)ncc23)ccn1,IC50,'=',2.434,nM
CHEMBL3663033,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4CCNC4)ncc23)ccn1,IC50,'=',10.61,nM
CHEMBL3663038,,COC(C)CNC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,IC50,'=',1.257,nM
CHEMBL3663048,,CO[C@@H](C)CNC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1,IC50,'=',0.9449,nM
CHEMBL397332,,CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(N)=O)cs4)cc3c21,IC50,'=',560.0,nM
CHEMBL3298311,,C[C@@H](CO)Nc1ncc2c(n1)CN(C(=O)N[C@H](C)c1ccc(C(F)(F)F)c(F)c1)CC2,IC50,'=',3.0,nM
CHEMBL3298565,,COc1ccc(CNC(=O)N2CCc3cnc(NC(C)C)nc3C2)cc1,IC50,'=',4400.0,nM
CHEMBL3675702,,O=c1cc(-c2ccnc(N[C@@H]3CCOC[C@H]3F)n2)ccn1[C@H](CO)c1ccc(Cl)c(F)c1,IC50,'=',4.0,nM
CHEMBL3654807,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H]4CN(C)C[C@@H]4c4ccc(F)nc4)ncc23)ccn1,IC50,'=',1.452,nM
CHEMBL3654822,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCC(O)C(F)(F)F)ncc23)ccn1,IC50,'=',8.064,nM
CHEMBL3654855,,CC(CN(C)C)NC(=O)Nc1cc2[nH]nc(-c3ccc(F)cc3)c2cn1,IC50,'=',70.29,nM
CHEMBL3654873,,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(-n4nccn4)cc3)c2cn1)c1ccc(F)cc1,IC50,'=',45.03,nM
CHEMBL3654881,,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccc(N4CCOCC4)nc3)c2cn1)c1ccc(F)cc1,IC50,'=',0.7832,nM
CHEMBL3658651,,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(N4CCOCC4)c3)c2cn1)c1ccc(F)cc1,IC50,'=',1.911,nM
CHEMBL3658659,,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cnc(-n4cccn4)nc3)c2cn1)c1ccccc1,IC50,'=',4.437,nM
CHEMBL3658667,,COC[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cnc(OC)nc3)c2cn1)c1ccc(F)cc1,IC50,'=',1.159,nM
CHEMBL3658692,,COC[C@@H](NC(=O)Nc1cc2[nH]nc(-c3ccnc(C)c3)c2cn1)c1ccc(F)cc1,IC50,'=',0.223,nM
CHEMBL3658714,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC(C)c4ncccc4C)ncc23)ccn1,IC50,'=',6.569,nM
CHEMBL3658717,,Cc1cc(-c2n[nH]c3cc(NC(=O)NC4(c5ccncc5)CCC4)ncc23)ccn1,IC50,'=',30.22,nM
CHEMBL3658844,,Cc1cc(-c2n[nH]c3cc(NC(=O)N[C@H](CN(C)C)c4ccccc4)ncc23)ccn1,IC50,'=',0.2904,nM
CHEMBL3662958,,Cc1cc(-c2n[nH]c3cc(NC(=O)NCc4csc5ccccc45)ncc23)ccn1,IC50,'=',1.309,nM
CHEMBL3671094,,COc1cc(CO)ccc1-c1cnc2ccc(NC(=O)N[C@H](C)CCCc3ccccc3)nc2n1,IC50,'=',1.0,nM
CHEMBL3671095,,C[C@H](CCCc1ccccc1)NC(=O)Nc1ccc2ncc(-c3ccncc3)nc2n1,IC50,'=',2.0,nM
CHEMBL3671097,,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(-c3cn[nH]c3)nc2n1,IC50,'=',1.0,nM
CHEMBL3671101,,O=C(NCCCCc1ccccc1)Nc1ccc2ncc(-c3cnn(CC(F)F)c3)nc2n1,IC50,'=',2.0,nM
CHEMBL3671121,,COc1cc(-c2cnc3ccc(NC(=O)NCCCCc4ccccc4)nc3n2)ccc1C(=O)O,IC50,'=',1.0,nM
CHEMBL3965201,,CCOc1ncccc1CNC(=O)Nc1cc2[nH]nc(OC)c2cn1,IC50,'=',84.9,nM
CHEMBL3897629,,C[C@H](O)COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,IC50,'=',6.3,nM
CHEMBL4111402,,COCc1nc(NC(=O)N[C@H](CO)c2ccccc2)cc2[nH]nc(OC)c12,IC50,'=',7.7,nM
CHEMBL4114281,,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(OC)c12,IC50,'=',2.3,nM
CHEMBL4107858,,COCCOc1n[nH]c2cc(NC(=O)N[C@@H](c3ccc(F)cc3)[C@@H](C)O)ncc12,IC50,'=',0.8,nM
CHEMBL4110555,,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OCCO)c2cn1)c1ccccc1,IC50,'=',1.6,nM
CHEMBL4111496,,O=C(Nc1cc2[nH]nc(OC[C@@H](O)C(F)(F)F)c2cn1)N[C@H](CO)c1ccccc1,IC50,'=',2.0,nM
CHEMBL4108772,,COc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)nc(Cn3cccn3)c12,IC50,'=',32.1,nM
CHEMBL4106913,,COC[C@@H](NC(=O)Nc1cc2[nH]nc(OC3CCOC(C)C3)c2cn1)c1ccccc1,IC50,'=',0.3,nM
CHEMBL4111622,,CC[C@@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc(OC(F)F)cc1,IC50,'=',1.5,nM
CHEMBL4112507,,C[C@@H](NC(=O)N1Cc2nc(NC3CCOCC3)ncc2C(F)(F)C1)c1ccc(Cl)c(Cl)c1,IC50,'=',1.6,nM
CHEMBL3963891,,Cn1cc([C@@H](NC(=O)c2ccc3cnc(N[C@@H]4CCOC[C@@H]4F)nc3c2)c2ccc(Cl)c(F)c2)cn1,IC50,'=',15.8,nM
CHEMBL511410,,NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1cccc(O)c1,IC50,'=',4200.0,nM
CHEMBL3604853,,Cc1cccc(Cn2ccc(N3CCc4[nH]nc(-c5ccncc5)c4C3)cc2=O)c1,IC50,'=',0.7,nM
CHEMBL461139,,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,IC50,'=',1100.0,nM
CHEMBL487153,,COc1cc(/C=C2\SC(=S)N(Cc3ccccc3)C2=O)ccc1O,IC50,'=',14300.0,nM
CHEMBL12131,CLOSANTEL,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,IC50,'=',1428.0,nM
CHEMBL3654710,,C[C@@H](NC(=O)Nc1cc2[nH]nc(-c3cnn(C)c3)c2cn1)c1ccc(Cl)cc1,IC50,'=',0.5141,nM
CHEMBL3675708,,COc1ccc([C@@H]([C@H]2CCCN2)n2ccc(-c3ccnc(NC4CCOCC4)n3)cc2=O)cc1F,IC50,'=',11.5,nM
CHEMBL3680613,,O=c1cc(-c2ccnc(NC3CCOCC3)n2)ccn1[C@H](CO)c1cc2cc(F)ccc2[nH]1,IC50,'=',12.1,nM
CHEMBL3964771,,Cn1ccc([C@@H](NC(=O)c2cc(F)c3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)n1,IC50,'=',1.4,nM
CHEMBL3912321,,Cn1cc([C@@H](NC(=O)c2ccc3cnc(N[C@H]4CCOC[C@@H]4F)nc3c2)c2ccc(Cl)c(F)c2)cn1,IC50,'=',3.8,nM
CHEMBL3927960,,Cn1cc([C@@H](NC(=O)c2ccc3cnc(Nc4ccnn4C)nc3c2)c2ccc(Cl)c(F)c2)cn1,IC50,'=',3.1,nM
CHEMBL3986554,,Cn1ccc(C(NC(=O)c2ccc3cnc(NC4CCOCC4)nc3c2)c2ccc(Cl)c(F)c2)n1,IC50,'=',5.0,nM
CHEMBL4114932,,COC[C@@H](NC(=O)Nc1cc2[nH]nc(N3CCN(C)CC3)c2cn1)c1ccccc1,IC50,'=',21.83,nM
CHEMBL3930360,,Nc1ncc(C2CCCCC2)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1,IC50,'=',12.6,nM
CHEMBL3955810,,Nc1ncc(C2CCOCC2)nc1-c1ccc(C(=O)NCc2ccccc2)c(F)c1,IC50,'=',6.83,nM
CHEMBL4115515,,CC(O)[C@@H](NC(=O)Nc1cc2[nH]nc(N3CCOCC3)c2cn1)c1ccccc1,IC50,'=',0.3,nM
CHEMBL4114349,,CCNC[C@@H](NC(=O)c1ccc(-c2nc(C3CCOCC3)cnc2N)cc1F)c1cc(F)cc(Br)c1,IC50,'=',0.03,nM
CHEMBL4107382,,Nc1ncc(C2CCOCC2)cc1-c1ccc(C(=O)N[C@H](CO)c2ccccc2)c(C(F)(F)F)c1,IC50,'=',20.3,nM
CHEMBL3936735,,Nc1ncc(C2CCOCC2)cc1-c1ccc(C(=O)NCc2ccc(Cl)cc2)cc1,IC50,'=',70.5,nM
CHEMBL3951487,,Nc1ncc(C2CCOCC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,IC50,'=',284.0,nM
CHEMBL3923773,,CC(=O)Nc1cccc(CNC(=O)c2ccc(-c3cc(C4CCOCC4)cnc3N)cc2)c1,IC50,'=',135.0,nM
CHEMBL4114858,,Cc1nn(C)cc1-c1cnc(N)c(-c2ccc(C(=O)N[C@H](CO)c3ccccc3)c(F)c2)c1,IC50,'=',1.41,nM
CHEMBL3663095,,C[C@@H](NC(=O)Nc1cc2[nH]nc(C3CCCC3)c2cn1)c1ccccc1,IC50,'=',4.161,nM
CHEMBL4115074,,CSc1n[nH]c2cc(NC(=O)N[C@H](C)c3ccccc3)ncc12,IC50,'=',30.64,nM
