Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units
CHEMBL346770,,Cn1c(SSc2c(C(=O)c3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)c2ccc(C(=O)O)cc2)c2ccccc21,IC50,'=',4000.0,nM
CHEMBL130751,,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NCCc1nc(Cc2ccc(C(F)(F)F)cc2)no1,IC50,'>',500000.0,nM
CHEMBL84807,,Nc1ccc2c(c1)C(=O)/C(=C/c1cc(Br)c(O)c(Br)c1)C2=O,IC50,'=',460.0,nM
CHEMBL230792,,COc1cccc(Cl)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,IC50,'=',505.0,nM
CHEMBL499120,,COc1cc2c(Nc3nc4ccc(OCC(F)(F)F)cc4s3)c(C#N)cnc2cc1OCCCN1CCN(C)CC1,IC50,'=',178.0,nM
CHEMBL1076436,,Cc1ccc(NC(=O)c2cc(N3CCN(C)CC3)cc(C(F)(F)F)c2)cc1Nc1nc2ccccc2n1-c1cc(N)ncn1,IC50,'=',47.0,nM
CHEMBL406804,,COc1cc(Nc2ncc3c(=O)n(-c4c(C)cccc4C)c4nc5ccccc5n4c3n2)cc(OC)c1OCCN1CCOCC1,IC50,'=',44.0,nM
CHEMBL3651250,,Cc1cc(-c2cc(O)ccc2Cl)cc2nnc(Nc3cccc(OCCN4CCCC4)c3)nc12,IC50,'=',1.8,nM
CHEMBL3648049,,COC(=O)c1ccc(Nc2nnc3cc(-c4c(C)cccc4C)cc(C)c3n2)o1,IC50,'=',1000.0,nM
CHEMBL375012,,COc1cc(Nc2c(C#N)cnc3sc(-c4ccc(CN5CCOCC5)cc4)cc23)c(Cl)cc1Cl,IC50,'=',830.0,nM
CHEMBL413418,,CN1CCN(Cc2ccc(-c3cc4ncc(C#N)c(Oc5ccc(Cl)cc5Cl)c4s3)cc2)CC1,IC50,'>',10000.0,nM
