MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA10,SlogP_VSA11,SlogP_VSA4,SlogP_VSA8,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState8,NumAliphaticCarbocycles,NumAliphaticRings,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedCarbocycles,NumSaturatedRings,RingCount,fr_Al_COO,fr_ArN,fr_Ar_N,fr_NH0,fr_Ndealkylation1,fr_Ndealkylation2,fr_aryl_methyl,fr_benzene,fr_ester,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_morpholine,fr_nitrile,fr_para_hydroxylation,fr_phos_ester,fr_piperzine,fr_pyridine,fr_sulfide,fr_sulfonamd,fr_urea
0.5165462858488474,0.3929739739237269,0.9179561889288975,0.35550498733100433,0.6444950126689957,0.19013820807321338,0.7307502061005773,0.1841177936370259,0.2869894456972073,0.7216164966879015,0.7247406656949216,0.1242502407588616,0.5477192563713339,0.5180373480176869,0.0,0.0,0.0,0.1380915320675437,0.0,0.17384884350222707,0.10978893987316678,0.15081860535848549,0.3383044597396322,0.12069602105403664,0.2630830788241594,0.34197105180194226,0.23852987996537411,0.25,0.270250027906819,0.19999999999999998,0.33182671393398955,0.0,0.07773247029543448,0.2925019653851624,0.0,0.1289004217611244,0.5317566204348594,0.11342452712428348,0.6277886077930872,0.0969274443524492,0.0,0.0,0.2,0.30000000000000004,0.0,0.0,0.20000000000000004,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.2857142857142857,0.0,0.2222222222222222,0.3333333333333333,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
0.7972056437794275,0.04711109327726815,0.6377934524771731,0.3883122045478735,0.6116877954521265,0.705957061784688,0.49934223220080326,0.014831695545174911,0.57386345651445,0.5313825347143175,0.11688662427920438,0.1568952008689245,0.3299142112141396,0.7470147824658037,0.0,0.3895605033821599,0.09954594275207912,0.0,0.0,0.2855756114979108,0.1413756453812057,0.16849186760466672,0.10720816480015673,0.04392441751245159,0.17858839388032902,0.0,0.0,0.0,0.14114361870914513,0.0,0.03738150058021743,0.1422448602623869,0.391233691796876,0.0909154529677973,0.0,0.20476060928212014,0.09330861895749513,0.053382862560530396,0.048828146877440484,0.35402828060803126,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.5,0.1111111111111111,0.0,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8127302461772727,0.019116444565694075,0.20877997370708057,0.3565948905998946,0.7333451768418324,0.9636513241791849,0.6993287009775058,0.1458090100418769,0.4935826129142842,0.5557278209992376,0.23909279384524096,0.24873394591781883,0.3388814739613548,0.35400609358937835,0.2547391479463624,0.17195794341423634,0.09478120990320882,0.0,0.0,0.2833508109837919,0.3573346654571084,0.08877036430082007,0.14776212081895185,0.0408173988330765,0.29595552945214926,0.223831875214143,0.0,0.25,0.14114361870914513,0.0,0.24069249633453418,0.4381924615676612,0.480668187911498,0.11948601470375565,0.045810126369442004,0.11935167281625124,0.3296643377177274,0.21795423071032363,0.048828146877440484,0.17874516909126206,0.6666666666666666,0.2857142857142857,0.0,0.2,0.5,0.25,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2857142857142857,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
0.5337493163115479,0.16187165439387893,0.8392626480841535,0.3234187830551185,0.6765812169448815,0.24421248056252268,0.7423500315212648,0.012821151423002441,0.22496237760688986,0.8894701756252261,0.8113094693230312,0.06676280771928123,0.570067520928982,0.5366833639889111,0.0,0.0,0.10347919339786077,0.0,0.0,0.13636363636363633,0.10978893987316678,0.03783349889900274,0.04475903783842986,0.0,0.24620179095945446,0.334538520564458,0.0,0.25,0.0,0.30672113793458106,0.037067376498964494,0.11356538591341145,0.07609578852539048,0.08137062745665155,0.2635390512992516,0.03924480068154191,0.0,0.030963874837602004,0.048828146877440484,0.0969274443524492,0.0,0.0,0.2,0.30000000000000004,0.0,0.0,0.20000000000000004,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
0.5376868934699095,0.40140567961855733,0.9190957928986075,0.34908133339899705,0.650918666601003,0.1911416913694274,0.8022612177599815,0.5805766420359775,0.3209705999758343,0.5495224990313585,0.348930689509225,0.4340756161174053,0.4096432643260789,0.3739099418165507,0.0,0.0,0.0,0.1380915320675437,0.0,0.08692442175111353,0.15602035072312626,0.31812565742306537,0.49911670693986715,0.3644489766346312,0.22969760813054096,0.4538869894090138,0.23852987996537411,0.375,0.270250027906819,0.19999999999999998,0.34491244467152715,0.49796269875106425,0.0,0.21370126440973256,0.09162025273888401,0.2929186755421584,0.4971387428308476,0.2303227824979418,0.5123158490355707,0.3148162428196525,0.0,0.14285714285714285,0.2,0.30000000000000004,0.0,0.25,0.30000000000000004,0.0,0.0,0.1,0.30000000000000004,0.0,0.0,0.0,0.2857142857142857,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.4,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
0.7523769089343935,0.17888187534513705,0.8276085537477263,0.6317698078511358,0.3682301921488642,0.43525488418867175,0.8396912238626997,0.18410758989413023,0.35699433665037494,0.41515531379064763,0.2472566292540037,0.2158279874430552,0.43849030533382377,0.3338858146202385,0.2547391479463624,0.0,0.3104375801935823,0.0,0.0,0.262778660749918,0.11527183210722311,0.25803892901118536,0.1907757302099448,0.3389514058668326,0.26112802927845874,0.0,0.4708762122940543,0.0,0.33026591356222634,0.0,0.2614124125794412,0.380714153499497,0.2199397668518767,0.03982867156791855,0.24199948034705737,0.27863087785796664,0.27189415934167466,0.013585386688280465,0.4032188077022908,0.44794155634109123,0.0,0.14285714285714285,0.4,0.30000000000000004,0.0,0.25,0.30000000000000004,0.0,0.0,0.30000000000000004,0.5,0.0,0.0,0.4,0.14285714285714285,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0
0.5401216875238926,0.4325237828209923,0.9233016220893824,0.3490826444409183,0.6509173555590817,0.13556910590323537,0.8022612177599815,0.1841178106152096,0.339498500212875,0.42971094430272805,0.27779275512936374,0.22176916989791584,0.5291939417598821,0.3589811958204116,0.0,0.0,0.0,0.1380915320675437,0.4568693309132957,0.26475793441131795,0.1668478789892705,0.3260016955339679,0.35950271513349213,0.31231825719644934,0.3243043371326681,0.43328443608116435,0.35779481994806117,0.125,0.270250027906819,0.37892986420004243,0.21993698585142332,0.474735356424635,0.07134189842723783,0.2414535135371227,0.0,0.5003994698109832,0.45466980956372016,0.07186300396630194,0.7259974300600512,0.27788316628747256,0.0,0.14285714285714285,0.4,0.4,0.0,0.25,0.4,0.0,0.0,0.1,0.4,0.5,0.0,0.0,0.2857142857142857,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.2,0.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0
0.7848352795866753,0.25760636666002446,0.8300257077690667,0.3573669913671982,0.6426330086328018,0.41751362054849006,0.7480862089270994,0.18411780536483274,0.3080515184341408,0.6747898544009945,0.4414974050539868,0.12728383964294654,0.49033944564205534,0.36890888669245786,0.23973587683736097,0.0,0.10347919339786077,0.13079806426826596,0.0,0.36851536409104696,0.19645958313708242,0.2826689588528764,0.1266393159003236,0.19496534394357506,0.37908688086396636,0.32850437435757107,0.2440020851457322,0.125,0.0,0.4065020085283986,0.30075315395791846,0.31493946008710744,0.057289155939726104,0.24627141904679603,0.18324050547776802,0.2679755027473228,0.45466980956372016,0.08274466563555935,0.6516780665258692,0.4356994482210594,0.0,0.0,0.4,0.4,0.0,0.0,0.30000000000000004,0.0,0.0,0.30000000000000004,0.4,0.5,0.0,0.2,0.2857142857142857,0.0,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
0.29995216082522247,0.028806769770838174,0.8687364454379373,0.35414794919569825,0.6458520508043017,0.31221152936522145,0.8201243287805533,0.18410758922980613,0.37851113075871856,0.5464572210710958,0.3489536111395073,0.12038235625589089,0.4054634767012022,0.3254075959515681,0.0,0.0,0.20695838679572148,0.13079806426826596,0.0,0.08692442175111353,0.05649819706555066,0.33709914910936306,0.4549147921874697,0.4021593567883326,0.17971389669882515,0.3382875763018904,0.2440020851457322,0.37783668655128544,0.0,0.19999999999999998,0.3989458772804528,0.582790677481752,0.07936915206547848,0.12633664690862192,0.09162025273888401,0.1981826399512962,0.5742255537019868,0.28358222784434695,0.35306850529510053,0.37906528651836596,0.0,0.2857142857142857,0.4,0.30000000000000004,0.0,0.5,0.4,0.0,0.0,0.30000000000000004,0.4,0.0,0.0,0.0,0.14285714285714285,0.0,0.5555555555555556,0.16666666666666666,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
0.294380308058366,0.03517617396851042,0.8600887032943995,0.3446497961445898,0.6553502038554102,0.14935873008524445,0.8315794578342468,0.1841075875288976,0.30998047501434645,0.5500183099857829,0.3489669526876362,0.1208055841888841,0.40965693837796435,0.36407350058034316,0.0,0.0,0.20695838679572148,0.0,0.0,0.08692442175111353,0.14659823218060392,0.2516742681291521,0.44337424232584915,0.3205245591221796,0.21032452585307954,0.3357478128212145,0.24126598255555315,0.375,0.0,0.19999999999999998,0.27134025493032965,0.5085445630429438,0.07936915206547848,0.08650797534070338,0.2878096067164993,0.1589378392697543,0.4971387428308476,0.22862112781554894,0.35331072581581935,0.49625581828172954,0.0,0.14285714285714285,0.2,0.30000000000000004,0.0,0.25,0.30000000000000004,0.0,0.0,0.2,0.30000000000000004,0.0,0.0,0.0,0.2857142857142857,0.0,0.4444444444444444,0.16666666666666666,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
