Names	total	elements
		CHEMBL4090876
		CHEMBL1097284
		CHEMBL1091535
		CHEMBL5205916
		CHEMBL1464700
		CHEMBL3589365
		CHEMBL1484399
		CHEMBL4468912
		CHEMBL4163562
		CHEMBL250104
		CHEMBL213829
		CHEMBL187673
		CHEMBL1088344
		CHEMBL371637
		CHEMBL1531512
		CHEMBL1391679
		CHEMBL4782243
		CHEMBL4067493
		CHEMBL1348377
		CHEMBL4744855
		CHEMBL379889
		CHEMBL1491936
		CHEMBL412907
		CHEMBL1565196
		CHEMBL426461
		CHEMBL4167575
		CHEMBL3823498
		CHEMBL294889
		CHEMBL3213194
		CHEMBL1480843
		CHEMBL4091432
		CHEMBL4169457
		CHEMBL3828422
		CHEMBL3775795
		CHEMBL3957546
		CHEMBL362718
		CHEMBL1257284
		CHEMBL4472956
		CHEMBL4751850
		CHEMBL3897925
		CHEMBL2071183
		CHEMBL1086776
		CHEMBL5184413
		CHEMBL5190953
		CHEMBL245577
		CHEMBL4225566
		CHEMBL83060
		CHEMBL195290
		CHEMBL1555033
		CHEMBL5077976
		CHEMBL3937997
		CHEMBL198089
		CHEMBL420623
		CHEMBL415864
		CHEMBL5198894
		CHEMBL360651
		CHEMBL1351935
		CHEMBL213950
		CHEMBL3427408
		CHEMBL5088360
		CHEMBL5207726
		CHEMBL204902
		CHEMBL386502
		CHEMBL380106
		CHEMBL4169469
		CHEMBL427324
		CHEMBL180995
		CHEMBL3774774
		CHEMBL377644
		CHEMBL4580171
		CHEMBL4463541
		CHEMBL188882
		CHEMBL124482
		CHEMBL93586
		CHEMBL187937
		CHEMBL2392777
		CHEMBL4069539
		CHEMBL2112471
		CHEMBL5088160
		CHEMBL192782
		CHEMBL4856848
		CHEMBL124474
		CHEMBL209402
		CHEMBL194805
		CHEMBL226327
		CHEMBL1539136
		CHEMBL4740982
		CHEMBL206441
		CHEMBL470993
		CHEMBL437695
		CHEMBL4642117
		CHEMBL10560
		CHEMBL183467
		CHEMBL493490
		CHEMBL3961676
		CHEMBL360498
		CHEMBL515671
		CHEMBL194936
		CHEMBL192539
		CHEMBL4515274
		CHEMBL1528804
		CHEMBL5093320
		CHEMBL191716
		CHEMBL447111
		CHEMBL363425
		CHEMBL3597504
		CHEMBL195991
		CHEMBL235496
		CHEMBL434525
		CHEMBL372783
		CHEMBL391795
		CHEMBL1088629
		CHEMBL57978
		CHEMBL4438826
		CHEMBL213457
		CHEMBL225514
		CHEMBL380362
		CHEMBL5088475
		CHEMBL1312693
		CHEMBL3657150
		CHEMBL1552932
		CHEMBL304552
		CHEMBL3657136
		CHEMBL434502
		CHEMBL4083087
		CHEMBL4206281
		CHEMBL203061
		CHEMBL4868001
		CHEMBL3666805
		CHEMBL2403356
		CHEMBL3421892
		CHEMBL188792
		CHEMBL3427500
		CHEMBL1511067
		CHEMBL1082224
		CHEMBL2441809
		CHEMBL4278346
		CHEMBL3925136
		CHEMBL190025
		CHEMBL3208784
		CHEMBL206500
		CHEMBL347927
		CHEMBL5196340
		CHEMBL391909
		CHEMBL5089113
		CHEMBL4165015
		CHEMBL184003
		CHEMBL5173575
		CHEMBL1538223
		CHEMBL1479
		CHEMBL4161624
		CHEMBL1082723
		CHEMBL4092208
		CHEMBL3915997
		CHEMBL5077476
		CHEMBL3427387
		CHEMBL184448
		CHEMBL212675
		CHEMBL3775378
		CHEMBL4637118
		CHEMBL4645364
		CHEMBL1491602
		CHEMBL4091541
		CHEMBL3109601
		CHEMBL191836
		CHEMBL1585598
		CHEMBL1976499
		CHEMBL1450825
		CHEMBL4877406
		CHEMBL191646
		CHEMBL4070669
		CHEMBL195311
		CHEMBL1472407
		CHEMBL249903
		CHEMBL361056
		CHEMBL226269
		CHEMBL3199523
		CHEMBL24950
		CHEMBL249904
		CHEMBL206131
		CHEMBL2403358
		CHEMBL3212870
		CHEMBL194326
		CHEMBL1556511
		CHEMBL3098274
		CHEMBL180873
		CHEMBL52
		CHEMBL398456
		CHEMBL4577622
		CHEMBL379188
		CHEMBL1430316
		CHEMBL211667
		CHEMBL4800591
		CHEMBL4225102
		CHEMBL345000
		CHEMBL5185879
		CHEMBL178665
		CHEMBL362349
		CHEMBL178559
		CHEMBL377342
		CHEMBL202781
		CHEMBL209851
		CHEMBL4175085
		CHEMBL3775342
		CHEMBL186597
		CHEMBL1597831
		CHEMBL1459339
		CHEMBL4173553
		CHEMBL5173390
		CHEMBL131
		CHEMBL5204441
		CHEMBL3622994
		CHEMBL380469
		CHEMBL5178058
		CHEMBL195039
		CHEMBL4293480
		CHEMBL4869612
		CHEMBL3774690
		CHEMBL93391
		CHEMBL4641732
		CHEMBL1201151
		CHEMBL331996
		CHEMBL3189836
		CHEMBL4780240
		CHEMBL2441810
		CHEMBL5078131
		CHEMBL192102
		CHEMBL4851860
		CHEMBL1500059
		CHEMBL1484547
		CHEMBL319678
		CHEMBL188527
		CHEMBL5194045
		CHEMBL1401227
		CHEMBL4174856
		CHEMBL371624
		CHEMBL1522446
		CHEMBL3657151
		CHEMBL185837
		CHEMBL4211163
		CHEMBL1254532
		CHEMBL1449885
		CHEMBL465040
		CHEMBL3775060
		CHEMBL1560682
		CHEMBL1365404
		CHEMBL4241527
		CHEMBL71585
		CHEMBL386630
		CHEMBL4176748
		CHEMBL493703
		CHEMBL30769
		CHEMBL4217406
		CHEMBL3597500
		CHEMBL3290287
		CHEMBL3657162
		CHEMBL3657167
		CHEMBL98470
		CHEMBL193726
		CHEMBL4161455
		CHEMBL185114
		CHEMBL199599
		CHEMBL183044
		CHEMBL3235685
		CHEMBL361272
		CHEMBL328810
		CHEMBL192548
		CHEMBL192000
		CHEMBL4751971
		CHEMBL4745409
		CHEMBL1083178
		CHEMBL1340020
		CHEMBL3827034
		CHEMBL457036
		CHEMBL3666813
		CHEMBL4174801
		CHEMBL206814
		CHEMBL206582
		CHEMBL4643337
		CHEMBL363017
		CHEMBL3427396
		CHEMBL4159678
		CHEMBL385028
		CHEMBL1565816
		CHEMBL4440649
		CHEMBL364502
		CHEMBL85090
		CHEMBL4076313
		CHEMBL98558
		CHEMBL3775434
		CHEMBL3581633
		CHEMBL4450664
		CHEMBL362020
		CHEMBL1084922
		CHEMBL3597509
		CHEMBL4563316
		CHEMBL1522300
		CHEMBL5081507
		CHEMBL4241973
		CHEMBL332625
		CHEMBL202738
		CHEMBL489
		CHEMBL328675
		CHEMBL4068267
		CHEMBL4751472
		CHEMBL3775016
		CHEMBL4746037
		CHEMBL592043
		CHEMBL4515724
		CHEMBL4088044
		CHEMBL4168369
		CHEMBL5169686
		CHEMBL370458
		CHEMBL93793
		CHEMBL5080066
		CHEMBL4742354
		CHEMBL1305162
		CHEMBL1999723
		CHEMBL3360850
		CHEMBL4227113
		CHEMBL361871
		CHEMBL3827152
		CHEMBL454138
		CHEMBL221515
		CHEMBL1256102
		CHEMBL33808
		CHEMBL417126
		CHEMBL4648351
		CHEMBL246138
		CHEMBL90008
		CHEMBL381976
		CHEMBL425246
		CHEMBL185383
		CHEMBL5208061
		CHEMBL365903
		CHEMBL1353351
		CHEMBL3589363
		CHEMBL232468
		CHEMBL205119
		CHEMBL391619
		CHEMBL1388431
		CHEMBL298398
		CHEMBL1478743
		CHEMBL4171721
		CHEMBL1342736
		CHEMBL5174813
		CHEMBL368449
		CHEMBL1359893
		CHEMBL365293
		CHEMBL1208076
		CHEMBL1464837
		CHEMBL189658
		CHEMBL4288951
		CHEMBL4168979
		CHEMBL188230
		CHEMBL4176232
		CHEMBL204970
		CHEMBL3211537
		CHEMBL4101848
		CHEMBL4869947
		CHEMBL4436187
		CHEMBL4870293
		CHEMBL4092300
		CHEMBL93207
		CHEMBL187473
		CHEMBL4762458
		CHEMBL1519384
		CHEMBL577758
		CHEMBL3427404
		CHEMBL3597514
		CHEMBL3775908
		CHEMBL212992
		CHEMBL46903
		CHEMBL267431
		CHEMBL4646522
		CHEMBL4866043
		CHEMBL196283
		CHEMBL4636096
		CHEMBL1098709
		CHEMBL279301
		CHEMBL1302802
		CHEMBL4856969
		CHEMBL307205
		CHEMBL425941
		CHEMBL5069811
		CHEMBL4873312
		CHEMBL3589347
		CHEMBL4085634
		CHEMBL1627351
		CHEMBL1462307
		CHEMBL4576272
		CHEMBL3774737
		CHEMBL1329411
		CHEMBL4845726
		CHEMBL192765
		CHEMBL223026
		CHEMBL10041
		CHEMBL371072
		CHEMBL4586663
		CHEMBL398841
		CHEMBL3589701
		CHEMBL1076438
		CHEMBL4091898
		CHEMBL577938
		CHEMBL1466543
		CHEMBL181862
		CHEMBL1455849
		CHEMBL385801
		CHEMBL4225680
		CHEMBL209738
		CHEMBL4761289
		CHEMBL389393
		CHEMBL1258901
		CHEMBL199766
		CHEMBL4784145
		CHEMBL341367
		CHEMBL1411687
		CHEMBL4462077
		CHEMBL1088343
		CHEMBL382873
		CHEMBL4533964
		CHEMBL382632
		CHEMBL206600
		CHEMBL433769
		CHEMBL4854999
		CHEMBL4449709
		CHEMBL4163058
		CHEMBL185231
		CHEMBL434577
		CHEMBL4098867
		CHEMBL189287
		CHEMBL204768
		CHEMBL4094003
		CHEMBL4764628
		CHEMBL183584
		CHEMBL371311
		CHEMBL1359354
		CHEMBL2024377
		CHEMBL1582403
		CHEMBL4458123
		CHEMBL1627356
		CHEMBL192016
		CHEMBL1454402
		CHEMBL77609
		CHEMBL4650316
		CHEMBL365016
		CHEMBL4214635
		CHEMBL1407054
		CHEMBL414859
		CHEMBL238890
		CHEMBL3775224
		CHEMBL4750790
		CHEMBL4864009
		CHEMBL2441816
		CHEMBL492494
		CHEMBL380978
		CHEMBL4218272
		CHEMBL382598
		CHEMBL204376
		CHEMBL4847707
		CHEMBL426849
		CHEMBL191808
		CHEMBL4213826
		CHEMBL4438589
		CHEMBL238961
		CHEMBL4244181
		CHEMBL4212746
		CHEMBL4173755
		CHEMBL4578800
		CHEMBL364419
		CHEMBL74022
		CHEMBL4209440
		CHEMBL4781967
		CHEMBL2041096
		CHEMBL380452
		CHEMBL385514
		CHEMBL4100053
		CHEMBL4531089
		CHEMBL347560
		CHEMBL80314
		CHEMBL4742148
		CHEMBL3195623
		CHEMBL1343134
		CHEMBL1391547
		CHEMBL1381495
		CHEMBL309245
		CHEMBL5083251
		CHEMBL378798
		CHEMBL329630
		CHEMBL206286
		CHEMBL3589368
		CHEMBL441366
		CHEMBL1088483
		CHEMBL388473
		CHEMBL4476031
		CHEMBL1434556
		CHEMBL3657172
		CHEMBL4177322
		CHEMBL4849015
		CHEMBL206278
		CHEMBL1521414
		CHEMBL4476831
		CHEMBL4064785
		CHEMBL222453
		CHEMBL1405097
		CHEMBL201809
		CHEMBL1573688
		CHEMBL450940
		CHEMBL190238
		CHEMBL1502446
		CHEMBL4779838
		CHEMBL104367
		CHEMBL1318094
		CHEMBL1085172
		CHEMBL3977631
		CHEMBL25580
		CHEMBL4074046
		CHEMBL182850
		CHEMBL211599
		CHEMBL3735187
		CHEMBL4763747
		CHEMBL3099431
		CHEMBL4760678
		CHEMBL203340
		CHEMBL4456119
		CHEMBL1085899
		CHEMBL79021
		CHEMBL396118
		CHEMBL4436707
		CHEMBL4757275
		CHEMBL365625
		CHEMBL1506716
		CHEMBL3214324
		CHEMBL4225619
		CHEMBL4644486
		CHEMBL4225954
		CHEMBL184679
		CHEMBL4161129
		CHEMBL449038
		CHEMBL209429
		CHEMBL1084120
		CHEMBL3657146
		CHEMBL513397
		CHEMBL5198828
		CHEMBL4073264
		CHEMBL494493
		CHEMBL4159755
		CHEMBL4850019
		CHEMBL4751445
		CHEMBL3775176
		CHEMBL4586333
		CHEMBL4167152
		CHEMBL491705
		CHEMBL1084127
		CHEMBL420017
		CHEMBL4169994
		CHEMBL204024
		CHEMBL1330656
		CHEMBL1483760
		CHEMBL1299357
		CHEMBL1330161
		CHEMBL33230
		CHEMBL202624
		CHEMBL4204624
		CHEMBL2113354
		CHEMBL4597874
		CHEMBL202607
		CHEMBL4777960
		CHEMBL1417890
		CHEMBL4644074
		CHEMBL3360843
		CHEMBL1499638
		CHEMBL1254449
		CHEMBL1085593
		CHEMBL1580036
		CHEMBL2071171
		CHEMBL1393
		CHEMBL4741468
		CHEMBL189541
		CHEMBL4437725
		CHEMBL79807
		CHEMBL4243073
		CHEMBL3109240
		CHEMBL195807
		CHEMBL3597506
		CHEMBL411
		CHEMBL367350
		CHEMBL1433745
		CHEMBL4226403
		CHEMBL4449497
		CHEMBL1395826
		CHEMBL189002
		CHEMBL4066690
		CHEMBL280538
		CHEMBL240157
		CHEMBL1353787
		CHEMBL392916
		CHEMBL1327977
		CHEMBL4099302
		CHEMBL2000120
		CHEMBL4791102
		CHEMBL4755196
		CHEMBL495326
		CHEMBL5077750
		CHEMBL377988
		CHEMBL106773
		CHEMBL194873
		CHEMBL3427391
		CHEMBL3657166
		CHEMBL418327
		CHEMBL195560
		CHEMBL1098710
		CHEMBL460647
		CHEMBL1589718
		CHEMBL5088727
		CHEMBL3586190
		CHEMBL1094797
		CHEMBL4797178
		CHEMBL4074192
		CHEMBL379384
		CHEMBL306636
		CHEMBL3657176
		CHEMBL190487
		CHEMBL200021
		CHEMBL200903
		CHEMBL489788
		CHEMBL91740
		CHEMBL1215197
		CHEMBL195208
		CHEMBL153405
		CHEMBL425194
		CHEMBL74758
		CHEMBL191974
		CHEMBL4062045
		CHEMBL5187253
		CHEMBL3774944
		CHEMBL195515
		CHEMBL4086994
		CHEMBL3666814
		CHEMBL4857736
		CHEMBL192587
		CHEMBL214972
		CHEMBL1460126
		CHEMBL204341
		CHEMBL5094584
		CHEMBL2403346
		CHEMBL1329455
		CHEMBL385949
		CHEMBL4753585
		CHEMBL396948
		CHEMBL3207950
		CHEMBL424829
		CHEMBL3425530
		CHEMBL4225078
		CHEMBL4792482
		CHEMBL1414407
		CHEMBL5177207
		CHEMBL4873534
		CHEMBL4203290
		CHEMBL1583911
		CHEMBL381299
		CHEMBL33053
		CHEMBL4207636
		CHEMBL4552853
		CHEMBL1492422
		CHEMBL1087040
		CHEMBL202472
		CHEMBL5191161
		CHEMBL3657141
		CHEMBL3622998
		CHEMBL465879
		CHEMBL4090556
		CHEMBL183344
		CHEMBL361226
		CHEMBL4460089
		CHEMBL4207852
		CHEMBL1423880
		CHEMBL205920
		CHEMBL371308
		CHEMBL1473
		CHEMBL360817
		CHEMBL3427412
		CHEMBL198410
		CHEMBL3098273
		CHEMBL1344624
		CHEMBL383112
		CHEMBL4090303
		CHEMBL5076984
		CHEMBL59438
		CHEMBL197667
		CHEMBL3657156
		CHEMBL4462367
		CHEMBL4289024
		CHEMBL4228974
		CHEMBL1603587
		CHEMBL183033
		CHEMBL50995
		CHEMBL379252
		CHEMBL1331278
		CHEMBL3360847
		CHEMBL65021
		CHEMBL4537710
		CHEMBL187311
		CHEMBL2441813
		CHEMBL206120
		CHEMBL1532234
		CHEMBL4865515
		CHEMBL121879
		CHEMBL420611
		CHEMBL363955
		CHEMBL187392
		CHEMBL4860671
		CHEMBL4212982
		CHEMBL206349
		CHEMBL5174012
		CHEMBL3774852
		CHEMBL4448852
		CHEMBL1076306
		CHEMBL200719
		CHEMBL94170
		CHEMBL203565
		CHEMBL207362
		CHEMBL286115
		CHEMBL181404
		CHEMBL189200
		CHEMBL183086
		CHEMBL3623001
		CHEMBL183263
		CHEMBL5083844
		CHEMBL207101
		CHEMBL4059760
		CHEMBL31127
		CHEMBL425231
		CHEMBL3902818
		CHEMBL4472110
		CHEMBL5171110
		CHEMBL4159656
		CHEMBL212391
		CHEMBL4638252
		CHEMBL441499
		CHEMBL1582133
		CHEMBL1610665
		CHEMBL1526157
		CHEMBL4752165
		CHEMBL2403361
		CHEMBL1444
		CHEMBL3827018
		CHEMBL1419810
		CHEMBL209269
		CHEMBL3827870
		CHEMBL4592754
		CHEMBL2113001
		CHEMBL383691
		CHEMBL92335
		CHEMBL213070
		CHEMBL77466
		CHEMBL4475463
		CHEMBL188957
		CHEMBL363705
		CHEMBL1539548
		CHEMBL83451
		CHEMBL202615
		CHEMBL2111532
		CHEMBL185126
		CHEMBL1525366
		CHEMBL238959
		CHEMBL4643184
		CHEMBL4202433
		CHEMBL231811
		CHEMBL1370
		CHEMBL1707275
		CHEMBL4161714
		CHEMBL4462704
		CHEMBL4759607
		CHEMBL125596
		CHEMBL1333664
		CHEMBL379008
		CHEMBL4515212
		CHEMBL93792
		CHEMBL5083902
		CHEMBL523477
		CHEMBL1083186
		CHEMBL4081807
		CHEMBL4210411
		CHEMBL5084264
		CHEMBL3109156
		CHEMBL194772
		CHEMBL4787725
		CHEMBL3657149
		CHEMBL522341
		CHEMBL370236
		CHEMBL3827200
		CHEMBL1084260
		CHEMBL3657140
		CHEMBL1516948
		CHEMBL4464171
		CHEMBL364492
		CHEMBL4237833
		CHEMBL65695
		CHEMBL184151
		CHEMBL1431555
		CHEMBL246341
		CHEMBL1612880
		CHEMBL1489063
		CHEMBL3657184
		CHEMBL1257167
		CHEMBL5089862
		CHEMBL1532659
		CHEMBL198088
		CHEMBL1559731
		CHEMBL206440
		CHEMBL1461750
		CHEMBL240438
		CHEMBL4100247
		CHEMBL1488579
		CHEMBL3774660
		CHEMBL5209281
		CHEMBL523380
		CHEMBL3775766
		CHEMBL5087411
		CHEMBL191759
		CHEMBL241484
		CHEMBL4450730
		CHEMBL3589356
		CHEMBL1577757
		CHEMBL4060067
		CHEMBL4747484
		CHEMBL457035
		CHEMBL214692
		CHEMBL4751770
		CHEMBL1494151
		CHEMBL3597503
		CHEMBL187663
		CHEMBL4214942
		CHEMBL4065761
		CHEMBL46740
		CHEMBL101997
		CHEMBL4763298
		CHEMBL213838
		CHEMBL4516021
		CHEMBL373019
		CHEMBL195878
		CHEMBL192326
		CHEMBL4065632
		CHEMBL1087419
		CHEMBL264349
		CHEMBL181368
		CHEMBL4102815
		CHEMBL1327407
		CHEMBL393179
		CHEMBL316292
		CHEMBL424725
		CHEMBL125362
		CHEMBL1429150
		CHEMBL4745941
		CHEMBL4578883
		CHEMBL3657175
		CHEMBL277346
		CHEMBL1405254
		CHEMBL1349227
		CHEMBL4779640
		CHEMBL204185
		CHEMBL1521410
		CHEMBL1469865
		CHEMBL1390728
		CHEMBL1087811
		CHEMBL5181808
		CHEMBL180792
		CHEMBL4585892
		CHEMBL3657137
		CHEMBL91807
		CHEMBL1505283
		CHEMBL4764979
		CHEMBL4082510
		CHEMBL174502
		CHEMBL188458
		CHEMBL4552017
		CHEMBL1163598
		CHEMBL81074
		CHEMBL4170904
		CHEMBL5087904
		CHEMBL3099429
		CHEMBL211800
		CHEMBL1087547
		CHEMBL1386105
		CHEMBL1570364
		CHEMBL3586191
		CHEMBL245576
		CHEMBL4207948
		CHEMBL206764
		CHEMBL441457
		CHEMBL3208853
		CHEMBL4757584
		CHEMBL439806
		CHEMBL33568
		CHEMBL206547
		CHEMBL4760692
		CHEMBL5094702
		CHEMBL4085416
		CHEMBL3774647
		CHEMBL4166121
		CHEMBL188613
		CHEMBL1593653
		CHEMBL1501269
		CHEMBL1088631
		CHEMBL482644
		CHEMBL435696
		CHEMBL2441808
		CHEMBL211666
		CHEMBL438516
		CHEMBL5082681
		CHEMBL313941
		CHEMBL4159672
		CHEMBL1352844
		CHEMBL2407647
		CHEMBL3208556
		CHEMBL1521111
		CHEMBL4513808
		CHEMBL1594663
		CHEMBL371788
		CHEMBL5079314
		CHEMBL226268
		CHEMBL145576
		CHEMBL1329686
		CHEMBL1587920
		CHEMBL4765054
		CHEMBL4538085
		CHEMBL381622
		CHEMBL4170100
		CHEMBL328475
		CHEMBL418971
		CHEMBL2441811
		CHEMBL4172275
		CHEMBL3775129
		CHEMBL363633
		CHEMBL281499
		CHEMBL3208616
		CHEMBL4064926
		CHEMBL4278678
		CHEMBL3932162
		CHEMBL3190827
		CHEMBL1628029
		CHEMBL203724
		CHEMBL3207314
		CHEMBL3885342
		CHEMBL4539802
		CHEMBL2441818
		CHEMBL1485768
		CHEMBL196509
		CHEMBL4169627
		CHEMBL4169918
		CHEMBL212468
		CHEMBL381298
		CHEMBL379109
		CHEMBL425603
		CHEMBL3805025
		CHEMBL4779715
		CHEMBL30707
		CHEMBL4785445
		CHEMBL1086644
		CHEMBL377295
		CHEMBL4293821
		CHEMBL3657158
		CHEMBL384709
		CHEMBL211953
		CHEMBL1408468
		CHEMBL1300662
		CHEMBL511812
		CHEMBL203283
		CHEMBL1424468
		CHEMBL182794
		CHEMBL4464224
		CHEMBL149791
		CHEMBL204315
		CHEMBL4161695
		CHEMBL82483
		CHEMBL4170974
		CHEMBL203330
		CHEMBL4078937
		CHEMBL4165845
		CHEMBL357283
		CHEMBL4063838
		CHEMBL523041
		CHEMBL3804907
		CHEMBL153395
		CHEMBL1083326
		CHEMBL1334452
		CHEMBL25228
		CHEMBL4760508
		CHEMBL5203282
		CHEMBL1386091
		CHEMBL382698
		CHEMBL360410
		CHEMBL5191405
		CHEMBL384268
		CHEMBL4447306
		CHEMBL196577
		CHEMBL511492
		CHEMBL494319
		CHEMBL1595235
		CHEMBL372011
		CHEMBL5173113
		CHEMBL4747711
		CHEMBL5071793
		CHEMBL4785047
		CHEMBL400480
		CHEMBL360978
		CHEMBL4171078
		CHEMBL371564
		CHEMBL89994
		CHEMBL1505040
		CHEMBL4864829
		CHEMBL189080
		CHEMBL4524872
		CHEMBL222522
		CHEMBL1326483
		CHEMBL185890
		CHEMBL1083188
		CHEMBL203348
		CHEMBL1491959
		CHEMBL208324
		CHEMBL1403448
		CHEMBL1442450
		CHEMBL189356
		CHEMBL4483006
		CHEMBL382734
		CHEMBL1496108
		CHEMBL3828117
		CHEMBL232023
		CHEMBL1368345
		CHEMBL4849838
		CHEMBL3775329
		CHEMBL4851145
		CHEMBL366928
		CHEMBL1083881
		CHEMBL4437985
		CHEMBL4167595
		CHEMBL1447311
		CHEMBL372997
		CHEMBL437065
		CHEMBL215593
		CHEMBL4229221
		CHEMBL377457
		CHEMBL208085
		CHEMBL1370120
		CHEMBL4216877
		CHEMBL3189964
		CHEMBL5075883
		CHEMBL246139
		CHEMBL4553145
		CHEMBL1671971
		CHEMBL1566266
		CHEMBL427180
		CHEMBL94030
		CHEMBL4175179
		CHEMBL3968559
		CHEMBL3657159
		CHEMBL150924
		CHEMBL4744529
		CHEMBL5209099
		CHEMBL189025
		CHEMBL4205342
		CHEMBL361751
		CHEMBL1082529
		CHEMBL191901
		CHEMBL4059624
		CHEMBL4874242
		CHEMBL30439
		CHEMBL383518
		CHEMBL4072756
		CHEMBL192390
		CHEMBL1083981
		CHEMBL4242028
		CHEMBL4524752
		CHEMBL1971815
		CHEMBL4760430
		CHEMBL1377389
		CHEMBL1087298
		CHEMBL4167567
		CHEMBL1414254
		CHEMBL195118
		CHEMBL1085667
		CHEMBL4102857
		CHEMBL203472
		CHEMBL1900054
		CHEMBL2041093
		CHEMBL77620
		CHEMBL3360841
		CHEMBL352024
		CHEMBL1426947
		CHEMBL195465
		CHEMBL205614
		CHEMBL4875988
		CHEMBL389907
		CHEMBL362623
		CHEMBL5093417
		CHEMBL4854930
		CHEMBL5078457
		CHEMBL204959
		CHEMBL1253498
		CHEMBL3775798
		CHEMBL5092560
		CHEMBL2403349
		CHEMBL1535728
		CHEMBL1572403
		CHEMBL3597508
		CHEMBL4856892
		CHEMBL3427414
		CHEMBL188049
		CHEMBL4082196
		CHEMBL3827784
		CHEMBL4650365
		CHEMBL4877124
		CHEMBL192876
		CHEMBL213337
		CHEMBL100231
		CHEMBL1345810
		CHEMBL4482870
		CHEMBL2071180
		CHEMBL4745603
		CHEMBL4532671
		CHEMBL122208
		CHEMBL1548834
		CHEMBL4454014
		CHEMBL185918
		CHEMBL4214332
		CHEMBL241257
		CHEMBL367574
		CHEMBL3427395
		CHEMBL2403359
		CHEMBL3805385
		CHEMBL1086652
		CHEMBL1468795
		CHEMBL3578276
		CHEMBL221676
		CHEMBL1392188
		CHEMBL5090655
		CHEMBL2086965
		CHEMBL1392987
		CHEMBL1428161
		CHEMBL4571261
		CHEMBL4176665
		CHEMBL1784262
		CHEMBL209978
		CHEMBL394788
		CHEMBL389683
		CHEMBL4646249
		CHEMBL316132
		CHEMBL3657168
		CHEMBL3290288
		CHEMBL1085668
		CHEMBL420068
		CHEMBL3198515
		CHEMBL1350947
		CHEMBL4211975
		CHEMBL93308
		CHEMBL1391501
		CHEMBL311034
		CHEMBL2441817
		CHEMBL1509453
		CHEMBL1441930
		CHEMBL4176563
		CHEMBL212418
		CHEMBL1087041
		CHEMBL210074
		CHEMBL3622993
		CHEMBL5078348
		CHEMBL4792381
		CHEMBL1325233
		CHEMBL4163053
		CHEMBL2403363
		CHEMBL1087297
		CHEMBL1307538
		CHEMBL1579100
		CHEMBL1461574
		CHEMBL4435067
		CHEMBL74757
		CHEMBL190682
		CHEMBL4165623
		CHEMBL203122
		CHEMBL5087052
		CHEMBL5094923
		CHEMBL187219
		CHEMBL5185539
		CHEMBL211739
		CHEMBL203860
		CHEMBL4435453
		CHEMBL4079134
		CHEMBL3657171
		CHEMBL90794
		CHEMBL4225599
		CHEMBL1383468
		CHEMBL4759824
		CHEMBL188410
		CHEMBL4162192
		CHEMBL1784258
		CHEMBL4847664
		CHEMBL1331084
		CHEMBL193010
		CHEMBL276030
		CHEMBL215409
		CHEMBL1087253
		CHEMBL426897
		CHEMBL4634404
		CHEMBL4473971
		CHEMBL4877353
		CHEMBL4869698
		CHEMBL4285636
		CHEMBL206406
		CHEMBL361266
		CHEMBL3927163
		CHEMBL1404155
		CHEMBL1481770
		CHEMBL357824
		CHEMBL203561
		CHEMBL377083
		CHEMBL100763
		CHEMBL250109
		CHEMBL1343011
		CHEMBL494121
		CHEMBL475503
		CHEMBL1608989
		CHEMBL68549
		CHEMBL5094545
		CHEMBL3589352
		CHEMBL222434
		CHEMBL1095097
		CHEMBL4647229
		CHEMBL362355
		CHEMBL4074375
		CHEMBL150461
		CHEMBL3657145
		CHEMBL4086258
		CHEMBL101807
		CHEMBL1332402
		CHEMBL205934
		CHEMBL4203135
		CHEMBL377616
		CHEMBL204664
		CHEMBL214091
		CHEMBL368688
		CHEMBL4472718
		CHEMBL192154
		CHEMBL188189
		CHEMBL3597505
		CHEMBL202896
		CHEMBL3578271
		CHEMBL4228886
		CHEMBL1087557
		CHEMBL5083906
		CHEMBL4742066
		CHEMBL523687
		CHEMBL1507012
		CHEMBL370282
		CHEMBL221626
		CHEMBL4578130
		CHEMBL4585424
		CHEMBL4064736
		CHEMBL1597805
		CHEMBL194762
		CHEMBL1393976
		CHEMBL5196589
		CHEMBL211349
		CHEMBL434346
		CHEMBL1448272
		CHEMBL4099931
		CHEMBL184421
		CHEMBL4176917
		CHEMBL4243758
		CHEMBL361601
		CHEMBL1321083
		CHEMBL4856006
		CHEMBL3597513
		CHEMBL202996
		CHEMBL3589349
		CHEMBL4782733
		CHEMBL4444805
		CHEMBL1604803
		CHEMBL4464058
		CHEMBL5088560
		CHEMBL1482201
		CHEMBL1469743
		CHEMBL92748
		CHEMBL4538877
		CHEMBL393982
		CHEMBL1257168
		CHEMBL129795
		CHEMBL100595
		CHEMBL370849
		CHEMBL1442547
		CHEMBL1374573
		CHEMBL4591926
		CHEMBL361063
		CHEMBL4282219
		CHEMBL1087418
		CHEMBL187314
		CHEMBL204118
		CHEMBL42707
		CHEMBL363634
		CHEMBL374277
		CHEMBL183333
		CHEMBL183368
		CHEMBL4743256
		CHEMBL4205171
		CHEMBL4098078
		CHEMBL4447475
		CHEMBL4209719
		CHEMBL182887
		CHEMBL492875
		CHEMBL1331872
		CHEMBL4851237
		CHEMBL1584646
		CHEMBL1393680
		CHEMBL1491627
		CHEMBL1334570
		CHEMBL1576748
		CHEMBL375334
		CHEMBL3774510
		CHEMBL4160682
