Names	total	elements
		CHEMBL78174
		CHEMBL3425655
		CHEMBL3633928
		CHEMBL1203934
		CHEMBL138125
		CHEMBL4226937
		CHEMBL808
		CHEMBL1821875
		CHEMBL130337
		CHEMBL172333
		CHEMBL3237947
		CHEMBL3671581
		CHEMBL3962487
		CHEMBL292609
		CHEMBL3961472
		CHEMBL599524
		CHEMBL3088221
		CHEMBL1945448
		CHEMBL3914189
		CHEMBL2442329
		CHEMBL3218424
		CHEMBL109259
		CHEMBL91428
		CHEMBL5188857
		CHEMBL4291900
		CHEMBL3981549
		CHEMBL4464589
		CHEMBL543429
		CHEMBL3955486
		CHEMBL1917093
		CHEMBL109625
		CHEMBL3263373
		CHEMBL3928963
		CHEMBL3628805
		CHEMBL238273
		CHEMBL3896056
		CHEMBL4454516
		CHEMBL4091626
		CHEMBL3965160
		CHEMBL4102288
		CHEMBL2437458
		CHEMBL3974328
		CHEMBL3961005
		CHEMBL5271718
		CHEMBL2347958
		CHEMBL4763967
		CHEMBL5188948
		CHEMBL76958
		CHEMBL460723
		CHEMBL2178351
		CHEMBL309276
		CHEMBL3741069
		CHEMBL3765425
		CHEMBL153409
		CHEMBL4576626
		CHEMBL5182465
		CHEMBL247104
		CHEMBL3942536
		CHEMBL4109796
		CHEMBL137635
		CHEMBL1090353
		CHEMBL443523
		CHEMBL5273438
		CHEMBL336410
		CHEMBL356324
		CHEMBL341319
		CHEMBL5286675
		CHEMBL4061372
		CHEMBL4852264
		CHEMBL117324
		CHEMBL3357640
		CHEMBL307250
		CHEMBL202398
		CHEMBL5201054
		CHEMBL5193027
		CHEMBL3903713
		CHEMBL4765122
		CHEMBL303037
		CHEMBL4435233
		CHEMBL473944
		CHEMBL92902
		CHEMBL3133899
		CHEMBL66925
		CHEMBL3972316
		CHEMBL3814694
		CHEMBL69071
		CHEMBL31373
		CHEMBL3979728
		CHEMBL3699584
		CHEMBL68185
		CHEMBL5288751
		CHEMBL4286241
		CHEMBL1928312
		CHEMBL3967776
		CHEMBL4741922
		CHEMBL3425664
		CHEMBL490577
		CHEMBL598007
		CHEMBL3098313
		CHEMBL3813873
		CHEMBL92936
		CHEMBL5281118
		CHEMBL3699603
		CHEMBL1934621
		CHEMBL1173397
		CHEMBL3938794
		CHEMBL3753874
		CHEMBL3357638
		CHEMBL460736
		CHEMBL250315
		CHEMBL4860398
		CHEMBL276154
		CHEMBL407591
		CHEMBL144159
		CHEMBL70130
		CHEMBL153170
		CHEMBL3678957
		CHEMBL5192435
		CHEMBL3954906
		CHEMBL2148049
		CHEMBL3924160
		CHEMBL3912723
		CHEMBL3904488
		CHEMBL1744347
		CHEMBL3944791
		CHEMBL419022
		CHEMBL322066
		CHEMBL3973566
		CHEMBL1914663
		CHEMBL1928949
		CHEMBL4466920
		CHEMBL3828269
		CHEMBL123676
		CHEMBL3604916
		CHEMBL3221263
		CHEMBL148984
		CHEMBL112263
		CHEMBL3622641
		CHEMBL55360
		CHEMBL3622620
		CHEMBL4103893
		CHEMBL1173783
		CHEMBL3934156
		CHEMBL93784
		CHEMBL4084996
		CHEMBL3894076
		CHEMBL5284780
		CHEMBL174426
		CHEMBL455174
		CHEMBL4105526
		CHEMBL1645473
		CHEMBL179603
		CHEMBL3357655
		CHEMBL4435885
		CHEMBL455208
		CHEMBL3955359
		CHEMBL328216
		CHEMBL3759980
		CHEMBL290389
		CHEMBL95692
		CHEMBL270695
		CHEMBL2381508
		CHEMBL3234748
		CHEMBL310827
		CHEMBL5280967
		CHEMBL3647420
		CHEMBL1958222
		CHEMBL4635625
		CHEMBL4858714
		CHEMBL3671527
		CHEMBL3234745
		CHEMBL596761
		CHEMBL3353410
		CHEMBL296377
		CHEMBL4076434
		CHEMBL3951670
		CHEMBL1173653
		CHEMBL545302
		CHEMBL1254443
		CHEMBL3966040
		CHEMBL554983
		CHEMBL214689
		CHEMBL5286730
		CHEMBL4165894
		CHEMBL1358485
		CHEMBL4091284
		CHEMBL591040
		CHEMBL118000
		CHEMBL2347231
		CHEMBL2337366
		CHEMBL434720
		CHEMBL3891515
		CHEMBL94432
		CHEMBL5290340
		CHEMBL3086102
		CHEMBL3671498
		CHEMBL176078
		CHEMBL3901509
		CHEMBL185686
		CHEMBL3237942
		CHEMBL3671503
		CHEMBL593274
		CHEMBL3623288
		CHEMBL371863
		CHEMBL4541014
		CHEMBL21079
		CHEMBL1828870
		CHEMBL3932784
		CHEMBL216048
		CHEMBL122534
		CHEMBL3814460
		CHEMBL3671544
		CHEMBL4084249
		CHEMBL500591
		CHEMBL3968784
		CHEMBL3237939
		CHEMBL360209
		CHEMBL3622662
		CHEMBL406236
		CHEMBL1641995
		CHEMBL93464
		CHEMBL4282460
		CHEMBL3946368
		CHEMBL412367
		CHEMBL3948267
		CHEMBL4788364
		CHEMBL87810
		CHEMBL3986135
		CHEMBL4877510
		CHEMBL3897525
		CHEMBL3960853
		CHEMBL3961913
		CHEMBL3092316
		CHEMBL4861493
		CHEMBL2087354
		CHEMBL3986082
		CHEMBL3758889
		CHEMBL3403516
		CHEMBL5199399
		CHEMBL3676372
		CHEMBL117711
		CHEMBL4847264
		CHEMBL5176897
		CHEMBL2437474
		CHEMBL603266
		CHEMBL2018750
		CHEMBL5208679
		CHEMBL3608429
		CHEMBL474143
		CHEMBL3114695
		CHEMBL4740234
		CHEMBL461426
		CHEMBL4439982
		CHEMBL4288262
		CHEMBL590526
		CHEMBL3235201
		CHEMBL179451
		CHEMBL171172
		CHEMBL5274305
		CHEMBL1928886
		CHEMBL5194147
		CHEMBL305194
		CHEMBL1094835
		CHEMBL250524
		CHEMBL334915
		CHEMBL4441745
		CHEMBL5173449
		CHEMBL1829274
		CHEMBL1091644
		CHEMBL113900
		CHEMBL383499
		CHEMBL313433
		CHEMBL3671506
		CHEMBL422758
		CHEMBL3890300
		CHEMBL4593609
		CHEMBL7352
		CHEMBL4067014
		CHEMBL3233794
		CHEMBL1645468
		CHEMBL4860527
		CHEMBL3237930
		CHEMBL4067255
		CHEMBL3908905
		CHEMBL1761934
		CHEMBL3775754
		CHEMBL3891059
		CHEMBL5271151
		CHEMBL1173454
		CHEMBL4104302
		CHEMBL3676368
		CHEMBL3758351
		CHEMBL340484
		CHEMBL589413
		CHEMBL160846
		CHEMBL4459052
		CHEMBL472743
		CHEMBL4554486
		CHEMBL3604931
		CHEMBL1934628
		CHEMBL3897865
		CHEMBL489307
		CHEMBL110062
		CHEMBL1095776
		CHEMBL3221560
		CHEMBL489107
		CHEMBL387207
		CHEMBL3235199
		CHEMBL421686
		CHEMBL1910268
		CHEMBL4086821
		CHEMBL2385979
		CHEMBL4445797
		CHEMBL344486
		CHEMBL4759697
		CHEMBL4173032
		CHEMBL473543
		CHEMBL3973792
		CHEMBL4776833
		CHEMBL5192185
		CHEMBL3909214
		CHEMBL188304
		CHEMBL311811
		CHEMBL3219509
		CHEMBL3355881
		CHEMBL3740102
		CHEMBL513362
		CHEMBL2018765
		CHEMBL1947127
		CHEMBL393707
		CHEMBL426124
		CHEMBL3904510
		CHEMBL4584651
		CHEMBL3806292
		CHEMBL3965994
		CHEMBL4794857
		CHEMBL179815
		CHEMBL2347974
		CHEMBL4849268
		CHEMBL3893128
		CHEMBL87402
		CHEMBL4566583
		CHEMBL2064384
		CHEMBL4757531
		CHEMBL72322
		CHEMBL74778
		CHEMBL502015
		CHEMBL4449898
		CHEMBL130049
		CHEMBL479800
		CHEMBL5094406
		CHEMBL4463634
		CHEMBL3941175
		CHEMBL5178703
		CHEMBL3758770
		CHEMBL2425091
		CHEMBL5199122
		CHEMBL517123
		CHEMBL4202409
		CHEMBL3586175
		CHEMBL3977221
		CHEMBL3671477
		CHEMBL1173319
		CHEMBL4085457
		CHEMBL3965549
		CHEMBL4515526
		CHEMBL4780903
		CHEMBL3699613
		CHEMBL593292
		CHEMBL79531
		CHEMBL4076405
		CHEMBL147112
		CHEMBL1794063
		CHEMBL2316150
		CHEMBL1271950
		CHEMBL3899216
		CHEMBL92961
		CHEMBL1095464
		CHEMBL3234756
		CHEMBL484321
		CHEMBL111038
		CHEMBL1098121
		CHEMBL2047245
		CHEMBL3960332
		CHEMBL4798480
		CHEMBL525805
		CHEMBL4204596
		CHEMBL3938358
		CHEMBL3416628
		CHEMBL127082
		CHEMBL80540
		CHEMBL3678949
		CHEMBL4063301
		CHEMBL4103194
		CHEMBL4100777
		CHEMBL4089279
		CHEMBL1630113
		CHEMBL4549295
		CHEMBL430031
		CHEMBL3907879
		CHEMBL77825
		CHEMBL132466
		CHEMBL4216784
		CHEMBL4065288
		CHEMBL3355878
		CHEMBL3663933
		CHEMBL4097454
		CHEMBL4748361
		CHEMBL324371
		CHEMBL4288080
		CHEMBL1094369
		CHEMBL4215397
		CHEMBL184682
		CHEMBL3904524
		CHEMBL472544
		CHEMBL5283875
		CHEMBL524457
		CHEMBL2031299
		CHEMBL4277912
		CHEMBL3952805
		CHEMBL248115
		CHEMBL205798
		CHEMBL1828884
		CHEMBL3353395
		CHEMBL3818289
		CHEMBL4760606
		CHEMBL3978177
		CHEMBL1095259
		CHEMBL2335018
		CHEMBL66618
		CHEMBL461796
		CHEMBL353879
		CHEMBL3416446
		CHEMBL1828880
		CHEMBL3909929
		CHEMBL5200637
		CHEMBL3932707
		CHEMBL1914654
		CHEMBL1812571
		CHEMBL4170033
		CHEMBL2018775
		CHEMBL332173
		CHEMBL1958219
		CHEMBL2347961
		CHEMBL3622669
		CHEMBL14627
		CHEMBL592427
		CHEMBL3754213
		CHEMBL3917698
		CHEMBL3290148
		CHEMBL5179214
		CHEMBL4792426
		CHEMBL523559
		CHEMBL602728
		CHEMBL3957456
		CHEMBL452980
		CHEMBL136404
		CHEMBL3671584
		CHEMBL5291034
		CHEMBL592707
		CHEMBL2087361
		CHEMBL149512
		CHEMBL3357653
		CHEMBL5201387
		CHEMBL3975598
		CHEMBL213818
		CHEMBL4279057
		CHEMBL4778717
		CHEMBL196438
		CHEMBL2070198
		CHEMBL4114766
		CHEMBL3393072
		CHEMBL165788
		CHEMBL3947406
		CHEMBL117697
		CHEMBL4071170
		CHEMBL284326
		CHEMBL68258
		CHEMBL2031308
		CHEMBL2385983
		CHEMBL4060103
		CHEMBL3805299
		CHEMBL3085379
		CHEMBL3116440
		CHEMBL4293051
		CHEMBL209148
		CHEMBL3906533
		CHEMBL4072833
		CHEMBL46946
		CHEMBL2437457
		CHEMBL423224
		CHEMBL4172718
		CHEMBL1079742
		CHEMBL2047018
		CHEMBL77298
		CHEMBL1097368
		CHEMBL77085
		CHEMBL4448148
		CHEMBL5180070
		CHEMBL3098324
		CHEMBL3746642
		CHEMBL4097027
		CHEMBL381306
		CHEMBL4757724
		CHEMBL3622649
		CHEMBL291496
		CHEMBL4776396
		CHEMBL355206
		CHEMBL3894686
		CHEMBL3221555
		CHEMBL2385972
		CHEMBL2381505
		CHEMBL1170459
		CHEMBL193544
		CHEMBL4464571
		CHEMBL475767
		CHEMBL4089863
		CHEMBL591288
		CHEMBL142985
		CHEMBL4214620
		CHEMBL93032
		CHEMBL3114700
		CHEMBL589823
		CHEMBL153206
		CHEMBL3928784
		CHEMBL553137
		CHEMBL197525
		CHEMBL4094927
		CHEMBL4762397
		CHEMBL214798
		CHEMBL310400
		CHEMBL444724
		CHEMBL169514
		CHEMBL256297
		CHEMBL4097770
		CHEMBL4094174
		CHEMBL2441568
		CHEMBL181617
		CHEMBL4460981
		CHEMBL3827349
		CHEMBL1910277
		CHEMBL213342
		CHEMBL3921710
		CHEMBL4852748
		CHEMBL3908303
		CHEMBL1958210
		CHEMBL1830263
		CHEMBL2408826
		CHEMBL1821867
		CHEMBL3805325
		CHEMBL93734
		CHEMBL2029439
		CHEMBL4751085
		CHEMBL2070201
		CHEMBL3678953
		CHEMBL1907944
		CHEMBL3604205
		CHEMBL4060320
		CHEMBL57892
		CHEMBL51853
		CHEMBL3734786
		CHEMBL5089164
		CHEMBL3221260
		CHEMBL1945648
		CHEMBL327023
		CHEMBL121708
		CHEMBL4242522
		CHEMBL3633942
		CHEMBL122721
		CHEMBL301226
		CHEMBL1172878
		CHEMBL1688539
		CHEMBL1830264
		CHEMBL3263869
		CHEMBL2325096
		CHEMBL3221267
		CHEMBL602472
		CHEMBL287022
		CHEMBL3923692
		CHEMBL54400
		CHEMBL391521
		CHEMBL4126630
		CHEMBL5192793
		CHEMBL132907
		CHEMBL247513
		CHEMBL155761
		CHEMBL3759725
		CHEMBL4583545
		CHEMBL3934034
		CHEMBL3754057
		CHEMBL3221541
		CHEMBL3918624
		CHEMBL53665
		CHEMBL3740577
		CHEMBL1830130
		CHEMBL111033
		CHEMBL4749518
		CHEMBL4436337
		CHEMBL4784264
		CHEMBL344177
		CHEMBL5267924
		CHEMBL168882
		CHEMBL3912646
		CHEMBL3092309
		CHEMBL279459
		CHEMBL84513
		CHEMBL1945453
		CHEMBL4752492
		CHEMBL126384
		CHEMBL5197072
		CHEMBL447639
		CHEMBL111688
		CHEMBL3763796
		CHEMBL3741245
		CHEMBL4534611
		CHEMBL542733
		CHEMBL4758107
		CHEMBL3910361
		CHEMBL3092300
		CHEMBL3921652
		CHEMBL3947574
		CHEMBL4746030
		CHEMBL3758749
		CHEMBL3114693
		CHEMBL5205581
		CHEMBL206029
		CHEMBL4440618
		CHEMBL3977030
		CHEMBL145209
		CHEMBL3360607
		CHEMBL4866102
		CHEMBL5277940
		CHEMBL3909572
		CHEMBL329642
		CHEMBL5179954
		CHEMBL4065300
		CHEMBL126097
		CHEMBL1173601
		CHEMBL2018886
		CHEMBL3908294
		CHEMBL1173456
		CHEMBL5272853
		CHEMBL4632500
		CHEMBL4229213
		CHEMBL447230
		CHEMBL347786
		CHEMBL431025
		CHEMBL4226965
		CHEMBL3921580
		CHEMBL3912500
		CHEMBL218677
		CHEMBL3806222
		CHEMBL3927914
		CHEMBL391387
		CHEMBL3915155
		CHEMBL175552
		CHEMBL5268781
		CHEMBL4532084
		CHEMBL3907215
		CHEMBL3958482
		CHEMBL179164
		CHEMBL484270
		CHEMBL2322330
		CHEMBL3233759
		CHEMBL4213519
		CHEMBL5085816
		CHEMBL152984
		CHEMBL1958029
		CHEMBL3815161
		CHEMBL3233782
		CHEMBL3949560
		CHEMBL109355
		CHEMBL4868797
		CHEMBL5266100
		CHEMBL3962233
		CHEMBL474524
		CHEMBL5287042
		CHEMBL426580
		CHEMBL87783
		CHEMBL3676373
		CHEMBL4459564
		CHEMBL3957416
		CHEMBL3752129
		CHEMBL125810
		CHEMBL4457018
		CHEMBL31745
		CHEMBL3916225
		CHEMBL2381516
		CHEMBL3938043
		CHEMBL368296
		CHEMBL1945642
		CHEMBL76589
		CHEMBL3633931
		CHEMBL5272200
		CHEMBL130117
		CHEMBL492399
		CHEMBL3895123
		CHEMBL3931623
		CHEMBL3622653
		CHEMBL593770
		CHEMBL2333985
		CHEMBL2205024
		CHEMBL4457885
		CHEMBL213874
		CHEMBL212250
		CHEMBL3676342
		CHEMBL2425085
		CHEMBL1934630
		CHEMBL324030
		CHEMBL4851795
		CHEMBL495979
		CHEMBL60826
		CHEMBL599728
		CHEMBL4289083
		CHEMBL3928512
		CHEMBL4779958
		CHEMBL1272222
		CHEMBL92709
		CHEMBL214023
		CHEMBL3939828
		CHEMBL204638
		CHEMBL133283
		CHEMBL512391
		CHEMBL5269747
		CHEMBL545776
		CHEMBL2385988
		CHEMBL76642
		CHEMBL4097627
		CHEMBL1683967
		CHEMBL4068896
		CHEMBL3892117
		CHEMBL3357647
		CHEMBL5272121
		CHEMBL4871593
		CHEMBL3914394
		CHEMBL3985134
		CHEMBL490687
		CHEMBL5200275
		CHEMBL4740516
		CHEMBL3604943
		CHEMBL3699592
		CHEMBL258940
		CHEMBL1945444
		CHEMBL3233777
		CHEMBL197568
		CHEMBL67436
		CHEMBL67702
		CHEMBL5205834
		CHEMBL4452957
		CHEMBL495734
		CHEMBL1365395
		CHEMBL601828
		CHEMBL5203267
		CHEMBL3133752
		CHEMBL3622679
		CHEMBL4202780
		CHEMBL3085380
		CHEMBL68401
		CHEMBL113128
		CHEMBL3678950
		CHEMBL3948084
		CHEMBL3936025
		CHEMBL4454709
		CHEMBL3897363
		CHEMBL203599
		CHEMBL2031301
		CHEMBL3425663
		CHEMBL3604920
		CHEMBL4226436
		CHEMBL590081
		CHEMBL498133
		CHEMBL1229592
		CHEMBL1761945
		CHEMBL4289274
		CHEMBL3357635
		CHEMBL4087525
		CHEMBL4167162
		CHEMBL43689
		CHEMBL137189
		CHEMBL422899
		CHEMBL4071827
		CHEMBL3939429
		CHEMBL3221546
		CHEMBL3676353
		CHEMBL3892567
		CHEMBL572031
		CHEMBL21221
		CHEMBL367625
		CHEMBL505463
		CHEMBL4096014
		CHEMBL3956820
		CHEMBL3923551
		CHEMBL4104427
		CHEMBL243839
		CHEMBL447331
		CHEMBL4787517
		CHEMBL460735
		CHEMBL510396
		CHEMBL116525
		CHEMBL4776694
		CHEMBL473428
		CHEMBL187007
		CHEMBL497184
		CHEMBL3087204
		CHEMBL3963723
		CHEMBL5280359
		CHEMBL334697
		CHEMBL368891
		CHEMBL4470431
		CHEMBL3759929
		CHEMBL4448428
		CHEMBL1683970
		CHEMBL363607
		CHEMBL3671510
		CHEMBL2064399
		CHEMBL3740003
		CHEMBL3622672
		CHEMBL2032380
		CHEMBL99024
		CHEMBL153573
		CHEMBL3929484
		CHEMBL3814940
		CHEMBL176582
		CHEMBL5194719
		CHEMBL3545154
		CHEMBL2047021
		CHEMBL3758900
		CHEMBL168425
		CHEMBL3930539
		CHEMBL1203938
		CHEMBL1093486
		CHEMBL606413
		CHEMBL520493
		CHEMBL157128
		CHEMBL17157
		CHEMBL4857605
		CHEMBL2435999
		CHEMBL186747
		CHEMBL4456359
		CHEMBL3233784
		CHEMBL5269391
		CHEMBL5175891
		CHEMBL190651
		CHEMBL1944923
		CHEMBL414220
		CHEMBL1956889
		CHEMBL91748
		CHEMBL542237
		CHEMBL2336335
		CHEMBL3344220
		CHEMBL3947759
		CHEMBL175862
		CHEMBL4203110
		CHEMBL3933134
		CHEMBL21263
		CHEMBL3933895
		CHEMBL3234751
		CHEMBL4468148
		CHEMBL3890751
		CHEMBL272258
		CHEMBL4278815
		CHEMBL4077349
		CHEMBL3980430
		CHEMBL1929556
		CHEMBL4454172
		CHEMBL3903870
		CHEMBL3893256
		CHEMBL4081698
		CHEMBL3982471
		CHEMBL148514
		CHEMBL3671532
		CHEMBL3416600
		CHEMBL4536146
		CHEMBL5287438
		CHEMBL5281205
		CHEMBL216039
		CHEMBL491677
		CHEMBL76082
		CHEMBL4783641
		CHEMBL4292110
		CHEMBL1271619
		CHEMBL3674148
		CHEMBL1914461
		CHEMBL3436357
		CHEMBL3921861
		CHEMBL2332840
		CHEMBL1945450
		CHEMBL3416592
		CHEMBL1946845
		CHEMBL3929448
		CHEMBL3628791
		CHEMBL543457
		CHEMBL1173789
		CHEMBL2424794
		CHEMBL4282688
		CHEMBL4225828
		CHEMBL4160854
		CHEMBL85021
		CHEMBL4176827
		CHEMBL4216765
		CHEMBL340660
		CHEMBL3639703
		CHEMBL394056
		CHEMBL1094783
		CHEMBL2047026
		CHEMBL4868614
		CHEMBL126456
		CHEMBL1243326
		CHEMBL4782725
		CHEMBL3967372
		CHEMBL4458437
		CHEMBL595615
		CHEMBL3628816
		CHEMBL5093402
		CHEMBL5173070
		CHEMBL491676
		CHEMBL1094194
		CHEMBL4080062
		CHEMBL4777353
		CHEMBL2424796
		CHEMBL4869409
		CHEMBL4159161
		CHEMBL1829271
		CHEMBL3915306
		CHEMBL326596
		CHEMBL5193016
		CHEMBL5280664
		CHEMBL4074766
		CHEMBL3974421
		CHEMBL1928958
		CHEMBL584714
		CHEMBL3628796
		CHEMBL589846
		CHEMBL53777
		CHEMBL3671513
		CHEMBL396079
		CHEMBL3926191
		CHEMBL352876
		CHEMBL4073285
		CHEMBL553824
		CHEMBL517907
		CHEMBL3905242
		CHEMBL309073
		CHEMBL4790655
		CHEMBL3805775
		CHEMBL4863836
		CHEMBL3425667
		CHEMBL93302
		CHEMBL3237929
		CHEMBL37099
		CHEMBL357097
		CHEMBL399373
		CHEMBL248220
		CHEMBL4650321
		CHEMBL5184760
		CHEMBL5193902
		CHEMBL3892960
		CHEMBL4446546
		CHEMBL2437227
		CHEMBL1243284
		CHEMBL4291935
		CHEMBL5087214
		CHEMBL502198
		CHEMBL3297893
		CHEMBL3943489
		CHEMBL3899410
		CHEMBL4113919
		CHEMBL2032379
		CHEMBL1914671
		CHEMBL480356
		CHEMBL56964
		CHEMBL3666714
		CHEMBL4217913
		CHEMBL251497
		CHEMBL3297999
		CHEMBL5177023
		CHEMBL3948065
		CHEMBL4064174
		CHEMBL2437468
		CHEMBL5206164
		CHEMBL1929553
		CHEMBL3234737
		CHEMBL3098322
		CHEMBL309866
		CHEMBL3604927
		CHEMBL3699607
		CHEMBL2424801
		CHEMBL3747152
		CHEMBL3752916
		CHEMBL3936547
		CHEMBL3699587
		CHEMBL3786647
		CHEMBL2018770
		CHEMBL3622654
		CHEMBL3671538
		CHEMBL65063
		CHEMBL126192
		CHEMBL4078431
		CHEMBL4555707
		CHEMBL210378
		CHEMBL3957171
		CHEMBL5175873
		CHEMBL4795151
		CHEMBL3353408
		CHEMBL5206715
		CHEMBL2325110
		CHEMBL5192750
		CHEMBL3939206
		CHEMBL3740910
		CHEMBL3676351
		CHEMBL4064776
		CHEMBL2441565
		CHEMBL1929307
		CHEMBL4871192
		CHEMBL4746770
		CHEMBL3916436
		CHEMBL608860
		CHEMBL3942228
		CHEMBL4098758
		CHEMBL213173
		CHEMBL91914
		CHEMBL3218002
		CHEMBL4448400
		CHEMBL4456487
		CHEMBL5272590
		CHEMBL3663927
		CHEMBL4529521
		CHEMBL205059
		CHEMBL5198314
		CHEMBL3671490
		CHEMBL4472983
		CHEMBL4740063
		CHEMBL308133
		CHEMBL3622632
		CHEMBL4574694
		CHEMBL148744
		CHEMBL249919
		CHEMBL4790568
		CHEMBL1172418
		CHEMBL110945
		CHEMBL3893032
		CHEMBL77197
		CHEMBL3663931
		CHEMBL8091
		CHEMBL3753228
		CHEMBL3759963
		CHEMBL3774448
		CHEMBL331026
		CHEMBL1683964
		CHEMBL332879
		CHEMBL418909
		CHEMBL1958034
		CHEMBL453379
		CHEMBL2018756
		CHEMBL4250273
		CHEMBL4074782
		CHEMBL304271
		CHEMBL3237945
		CHEMBL2031307
		CHEMBL5197154
		CHEMBL4437803
		CHEMBL3908272
		CHEMBL3923153
		CHEMBL3893890
		CHEMBL454383
		CHEMBL3980622
		CHEMBL214744
		CHEMBL3896110
		CHEMBL3814959
		CHEMBL3604928
		CHEMBL4762165
		CHEMBL593760
		CHEMBL441333
		CHEMBL271190
		CHEMBL3633151
		CHEMBL217536
		CHEMBL1081849
		CHEMBL2070196
		CHEMBL1821873
		CHEMBL4446326
		CHEMBL3217993
		CHEMBL4077123
		CHEMBL2347963
		CHEMBL5206775
		CHEMBL596964
		CHEMBL4105621
		CHEMBL161895
		CHEMBL255376
		CHEMBL76983
		CHEMBL3934864
		CHEMBL3746168
		CHEMBL3972006
		CHEMBL3671555
		CHEMBL3671479
		CHEMBL3945860
		CHEMBL278287
		CHEMBL3608434
		CHEMBL4538066
		CHEMBL3747776
		CHEMBL3671531
		CHEMBL3357637
		CHEMBL3981584
		CHEMBL1944926
		CHEMBL4793338
		CHEMBL4527702
		CHEMBL3933897
		CHEMBL3425668
		CHEMBL281872
		CHEMBL2385986
		CHEMBL3913728
		CHEMBL305178
		CHEMBL2332119
		CHEMBL3357645
		CHEMBL301549
		CHEMBL3977187
		CHEMBL4284800
		CHEMBL1173248
		CHEMBL2337370
		CHEMBL589826
		CHEMBL98137
		CHEMBL498249
		CHEMBL553908
		CHEMBL348003
		CHEMBL3416621
		CHEMBL4800367
		CHEMBL3968247
		CHEMBL39320
		CHEMBL5188960
		CHEMBL2385964
		CHEMBL5091683
		CHEMBL4279863
		CHEMBL3966752
		CHEMBL4743222
		CHEMBL1914666
		CHEMBL2437463
		CHEMBL3633930
		CHEMBL524132
		CHEMBL5206110
		CHEMBL4160329
		CHEMBL4068047
		CHEMBL2437471
		CHEMBL4082840
		CHEMBL3940909
		CHEMBL3633936
		CHEMBL5275574
		CHEMBL291753
		CHEMBL3699596
		CHEMBL3678947
		CHEMBL2047029
		CHEMBL4245415
		CHEMBL3938801
		CHEMBL214631
		CHEMBL525725
		CHEMBL2018885
		CHEMBL3951755
		CHEMBL398963
		CHEMBL302491
		CHEMBL473429
		CHEMBL158119
		CHEMBL4746697
		CHEMBL3912266
		CHEMBL5197545
		CHEMBL4205392
		CHEMBL5287229
		CHEMBL3759780
		CHEMBL589068
		CHEMBL3219132
		CHEMBL1090358
		CHEMBL4090601
		CHEMBL589165
		CHEMBL4752022
		CHEMBL3416599
		CHEMBL245867
		CHEMBL54088
		CHEMBL3678955
		CHEMBL4776730
		CHEMBL308210
		CHEMBL3953593
		CHEMBL4792577
		CHEMBL5290595
		CHEMBL3950966
		CHEMBL5177248
		CHEMBL584
		CHEMBL53062
		CHEMBL3114686
		CHEMBL91980
		CHEMBL3914525
		CHEMBL4106341
		CHEMBL3977186
		CHEMBL3946232
		CHEMBL5206683
		CHEMBL329867
		CHEMBL4063067
		CHEMBL4759112
		CHEMBL1172573
		CHEMBL90540
		CHEMBL4286318
		CHEMBL435662
		CHEMBL2385971
		CHEMBL4585048
		CHEMBL172652
		CHEMBL3114699
		CHEMBL204570
		CHEMBL4237916
		CHEMBL3980793
		CHEMBL442938
		CHEMBL94019
		CHEMBL5079430
		CHEMBL53426
		CHEMBL1812434
		CHEMBL4527121
		CHEMBL3133894
		CHEMBL5195164
		CHEMBL3133756
		CHEMBL4078973
		CHEMBL4453276
		CHEMBL1822064
		CHEMBL4587847
		CHEMBL474343
		CHEMBL4209119
		CHEMBL2064395
		CHEMBL3899440
		CHEMBL1916949
		CHEMBL5281903
		CHEMBL5184084
		CHEMBL1090362
		CHEMBL1828868
		CHEMBL4530686
		CHEMBL3678952
		CHEMBL3925158
		CHEMBL143899
		CHEMBL21265
		CHEMBL5289560
		CHEMBL5270000
		CHEMBL1914659
		CHEMBL3233764
		CHEMBL73625
		CHEMBL5180914
		CHEMBL50977
		CHEMBL3902608
		CHEMBL3612564
		CHEMBL287289
		CHEMBL1077291
		CHEMBL1828861
		CHEMBL441083
		CHEMBL451513
		CHEMBL3907533
		CHEMBL5209046
		CHEMBL545538
		CHEMBL5185864
		CHEMBL4088971
		CHEMBL3676347
		CHEMBL2337368
		CHEMBL3920487
		CHEMBL357803
		CHEMBL4448424
		CHEMBL3758363
		CHEMBL93173
		CHEMBL144842
		CHEMBL484119
		CHEMBL3906330
		CHEMBL300217
		CHEMBL3088218
		CHEMBL5286368
		CHEMBL508481
		CHEMBL3925803
		CHEMBL589560
		CHEMBL307093
		CHEMBL4072769
		CHEMBL3740850
		CHEMBL51741
		CHEMBL4099254
		CHEMBL5094282
		CHEMBL333115
		CHEMBL3233780
		CHEMBL3760090
		CHEMBL4098444
		CHEMBL245278
		CHEMBL2178349
		CHEMBL3958006
		CHEMBL3671582
		CHEMBL3806143
		CHEMBL4753667
		CHEMBL455428
		CHEMBL592200
		CHEMBL3913116
		CHEMBL4098409
		CHEMBL79215
		CHEMBL5291434
		CHEMBL3671485
		CHEMBL86755
		CHEMBL5269346
		CHEMBL590962
		CHEMBL3671571
		CHEMBL595374
		CHEMBL279481
		CHEMBL213618
		CHEMBL8222
		CHEMBL4760864
		CHEMBL324718
		CHEMBL475446
		CHEMBL3910496
		CHEMBL466397
		CHEMBL294213
		CHEMBL410253
		CHEMBL3978686
		CHEMBL3929955
		CHEMBL3355889
		CHEMBL249927
