MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MaxPartialCharge,MinPartialCharge,FpDensityMorgan1,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,Chi4n,PEOE_VSA10,PEOE_VSA13,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA6,SMR_VSA9,SlogP_VSA10,SlogP_VSA12,SlogP_VSA4,SlogP_VSA5,SlogP_VSA8,EState_VSA11,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState7,VSA_EState8,FractionCSP3,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_NH0,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ether,fr_halogen,fr_ketone,fr_ketone_Topliss,fr_methoxy,fr_nitrile,fr_oxazole,fr_phenol_noOrthoHbond,fr_piperzine,fr_sulfonamd,fr_thiophene,fr_urea
0.5963559383224121,0.09656709795346284,0.7433221415962784,0.762541070419913,0.7352366063375624,0.18923008160935198,0.5581047746247267,0.629479321630467,0.015508543790745177,0.08123642301621103,0.14124969851028357,0.874443426858794,0.04973391810903249,0.3256487422381114,0.6696690254254325,0.42132199154546496,0.06180291701785384,0.0,0.0,0.0,0.25885922170813974,0.18510690021058634,0.4326619933851356,0.08024908867685547,0.07775469115303042,0.0,0.2396666908439886,0.0,0.0,0.5696060595445233,0.29432612149176235,0.13608094450181585,0.0,0.20568948604317192,0.3367055762731856,0.10033482520985126,0.05987282781187135,0.05170526729980892,0.21595180147903642,0.058434989828974604,0.8115489027040559,0.33046950362616134,0.6818181818181818,0.5,0.0,0.25,0.14285714285714285,0.0,0.375,0.4545454545454546,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49791237864529403,0.0024855869370796445,0.8548503443139661,0.6281057650192734,0.2332591746337161,0.1429817565578413,0.2545172943154137,0.5344242784885451,0.15551196947135246,0.4509874800435938,0.418123662267337,0.5940654901573037,0.3195631076825487,0.44223187752631665,0.5533610240865101,0.23364791128328738,0.3305767750735655,0.0,0.0,0.0,0.47400070575262715,0.19665938339062317,0.4325143940576664,0.04784018889454234,0.12729934307057522,0.2914298069420089,0.33489725300824547,0.0,0.16666666666666669,0.08236214085481988,0.23657587613692369,0.0,0.0,0.12938743818698367,0.2734612160036844,0.3174358530028298,0.06517203274654791,0.19937209203481576,0.299629856706741,0.11692749105847419,0.46346208542515577,0.5040448529917518,0.52,0.0,0.3333333333333333,0.0,0.2857142857142857,0.25,0.125,0.36363636363636365,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.125,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
0.7999236529167669,0.20215850079590322,0.7979543419560959,0.5841704950587058,0.20949741537799987,0.12004734059251354,0.2544333170982316,0.42537844977595046,0.03942339220546737,0.2945754449470659,0.25856001335622647,0.5375240115338715,0.053263963899328304,0.46685644002290205,0.726341312801438,0.3047508475278038,0.2639717171044193,0.0,0.15972907027301514,0.0,0.0,0.11046019227555105,0.60940275397839,0.1372534504631548,0.06949948265463157,0.4185323421771471,0.22326483533883032,0.25504552310545026,0.0,0.0809608598981717,0.1684541840388391,0.0,0.0,0.07654543938504778,0.3621943552904251,0.31867879953621553,0.06517203274654791,0.30369957917002965,0.20101448273556818,0.177782053921628,0.4168643706220537,0.4309647648723653,0.3571428571428571,0.0,0.3333333333333333,0.0,0.42857142857142855,0.25,0.125,0.4545454545454546,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,0.125,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
0.518082537803031,0.26987211458709365,0.80772484403024,0.5231763078788103,0.20949741537799987,0.11307449322483737,0.2544333170982316,0.42537844977595046,0.18518384157743342,0.294598633690093,0.2583555764745751,0.5397356857159932,0.13102045768878534,0.4668565235902684,0.726341312801438,0.3047508475278038,0.1997835443764257,0.0,0.0,0.0,0.0,0.18087257343605775,0.60940275397839,0.17396738014590543,0.06949948265463157,0.4185323421771471,0.22326483533883032,0.1439344119943391,0.16438606482080165,0.0,0.1684541840388391,0.0,0.0,0.06661219496460213,0.32371618070443037,0.3568361442186353,0.06517203274654791,0.15184978958501483,0.41230768858690886,0.06362335920617962,0.41933693598374855,0.440394385753173,0.3571428571428571,0.0,0.3333333333333333,0.0,0.42857142857142855,0.25,0.125,0.4545454545454546,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,0.125,0.16666666666666666,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
0.4568834970692849,0.1916797307628362,0.8829634956425758,0.43489775571630135,0.030643471766422264,0.1533064939417604,0.25440954828554774,0.46652781910145785,0.015276096201650963,0.46608254332298404,0.7633867888777166,0.34889648254929373,0.10083041930088066,0.5023400274123211,0.6000013421326292,0.09308651719649562,0.12504502402925546,0.0,0.0,0.0,0.0,0.14175300243619038,0.17395547074509268,0.12070596297082745,0.15656432857408176,0.0,0.32767216456038656,0.0,0.0,0.0,0.02570752402917655,0.4948740371067363,0.0,0.0,0.21029928662239372,0.05202992763373212,0.19763031099097472,0.2530829826416914,0.03591497376237522,0.059133644495759835,0.40509118771672886,0.1222088186437621,0.0,0.0,0.0,0.25,0.42857142857142855,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
0.5192487765516611,0.28470669526938636,0.8130288308704898,0.5751605635784244,0.20949741537799987,0.11307449322483737,0.2544333170982316,0.4048037651131969,0.01567445297589312,0.2944207150260132,0.2581107821842745,0.5378094526126289,0.05361755838069715,0.46685650879143126,0.726341312801438,0.31154354345603164,0.1997835443764257,0.0,0.0,0.0,0.0,0.21786791780118636,0.5790250694545023,0.1372534504631548,0.06949948265463157,0.4185323421771472,0.22326483533883032,0.1439344119943391,0.0,0.09636074213320206,0.1941617080680157,0.0,0.0,0.06661219496460213,0.2422866020289373,0.4510304962629643,0.0,0.10123319305667655,0.5450560988128803,0.06374635109721861,0.42067918575152574,0.5394152635684285,0.3793103448275862,0.0,0.3333333333333333,0.0,0.42857142857142855,0.25,0.125,0.4545454545454546,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.25,0.5,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
0.5051552885315252,0.020607195510700754,0.8291891501526021,0.5064664612908593,0.24646015199800309,0.15011580914130535,0.25440864609395275,0.44595313443870416,0.15551197380961526,0.4598131207924778,0.4245751084629239,0.6768684882146747,0.3191516432583945,0.44686224026975824,0.6975899052160208,0.24915370678488175,0.3940178354597339,0.0,0.0,0.0,0.47400070575262715,0.18930416368634745,0.4226574505824396,0.09568037778908468,0.12729934307057522,0.2914298069420089,0.44652967067766064,0.0,0.16666666666666669,0.08236214085481988,0.16554138459288537,0.0,0.0,0.07654543938504778,0.40352491061041185,0.053756453067965705,0.3870480993877143,0.2530829826416914,0.16688144648076972,0.11708997424468975,0.3512697120707508,0.39976748645249444,0.3333333333333333,0.0,0.3333333333333333,0.0,0.42857142857142855,0.25,0.125,0.4545454545454546,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.5,0.125,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
0.7893965839012046,0.040022506738145516,0.7837974557318756,0.5639806219256263,0.20573556823366707,0.21610951159820577,0.2544086341866436,0.3666800847086826,0.01582399564015699,0.3259567288839884,0.43094511548249814,0.5477091004024648,0.10244686320571961,0.3996630144443259,0.5865211171589471,0.2695176744853309,0.3940178354597339,0.0,0.0,0.0,0.0,0.1862516969364317,0.4283801974884147,0.09218349649215611,0.14406195655206994,0.2914298069420089,0.44652967067766064,0.0,0.0,0.0,0.24383536435294845,0.0,0.0,0.20761418756442215,0.2775951615709193,0.2628471309471341,0.3258601637327395,0.2024663861133531,0.03413303625479845,0.1155078240483578,0.41337284830909765,0.2923155685786166,0.3214285714285714,0.0,0.3333333333333333,0.0,0.42857142857142855,0.25,0.125,0.4545454545454546,0.0,0.0,0.0,0.125,0.0,0.5,0.0,0.0,0.0,0.5,0.125,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
0.8531267024423795,0.04168889254175664,0.8357002806127919,0.1508647486673965,0.08447823022118395,0.3647243681938954,0.2544086194164019,0.3654054327802642,0.01567484634188951,0.47039134468558963,0.5165620149007855,0.40296707940158916,0.10659028008780969,0.3159138997187471,0.7502553283772326,0.37954352506203154,0.1997835443764257,0.2547391479463624,0.0,0.0,0.0,0.40717208148753387,0.6114698522630161,0.17204303316229838,0.22123004390305112,0.2914298069420089,0.44183791165292413,0.0,0.0,0.0,0.249947216351927,0.49631092437346125,0.0,0.14100199259982005,0.5437192174242401,0.1612693592038971,0.179409208509258,0.8170192754291533,0.07117007329183549,0.07815750159961607,0.47646872210246005,0.37847772807429225,0.3,0.0,0.16666666666666666,0.25,0.7142857142857142,0.25,0.125,0.5454545454545454,0.0,0.0,0.125,0.25,0.0,0.5,0.0,0.0,0.25,0.6666666666666666,0.125,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
0.4623910129122809,0.20208013536087197,0.884469367812781,0.7208686625399431,0.017056500911951544,0.10771977151490841,0.25440958369213384,0.2779265430262157,0.013703093706994268,0.530419001532235,0.7725978006108014,0.24009291742759942,0.07784896952973808,0.5669302210518862,0.4516311716600043,0.07861400281583937,0.12688212077233688,0.0,0.18132368962091294,0.0,0.0,0.03682006409185035,0.2830213758731579,0.08003881605792477,0.14066499550868705,0.0,0.44183791165292413,0.0,0.0,0.0,0.0,0.49631092437346125,0.0,0.0,0.16848748382119555,0.0,0.3258601637327395,0.2024663861133531,0.03471866399446921,0.012867445988399426,0.32122274172216814,0.1222088186437621,0.0,0.0,0.0,0.25,0.42857142857142855,0.0,0.0,0.2727272727272727,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
